"o1"	"name"	"birthYear"
"http://dbpedia.org/resource/Tucker_Reed"	"University of Southern California"	1989
"http://dbpedia.org/resource/Reni_Eddo-Lodge"	"University of Central Lancashire"	1989
"http://dbpedia.org/resource/Emma_Watson"	"Brown University"	1990
"http://dbpedia.org/resource/Suzannah_Weiss"	"Brown University"	1990
"http://dbpedia.org/resource/Dasha_Nekrasova"	"Mills College"	1991
"http://dbpedia.org/resource/Kasha_Patel"	"Boston University"	1991
"http://dbpedia.org/resource/Kasha_Patel"	"Wake Forest University"	1991
"http://dbpedia.org/resource/Rosalía"	"Catalonia College of Music"	1992
"http://dbpedia.org/resource/Momina_Mustehsan"	"Stony Brook University"	1992
"http://dbpedia.org/resource/Frida_Sofía"	"Miami International University of Art & Design"	1992
"http://dbpedia.org/resource/Julie_Zeilinger"	"Barnard College"	1993
"http://dbpedia.org/resource/Tyler_Cameron"	"Wake Forest University"	1993
"http://dbpedia.org/resource/Tyler_Cameron"	"Florida Atlantic University"	1993
"http://dbpedia.org/resource/Ricarda_Lang"	"Humboldt University of Berlin"	1994
"http://dbpedia.org/resource/Ricarda_Lang"	"Heidelberg University"	1994
"http://dbpedia.org/resource/Alba_Reche"	"Technical University of Valencia"	1997
"http://dbpedia.org/resource/Amanda_Gorman"	"Harvard University"	1998
