"fk_personne","nom","annee_nais","fk_uni","universite"
http://www.wikidata.org/entity/Q27460015,Nathalie Magnan,1956,http://www.wikidata.org/entity/Q1047293,"University of California, Santa Cruz"
http://www.wikidata.org/entity/Q27702625,Namascar Shaktini,1939,http://www.wikidata.org/entity/Q1047293,"University of California, Santa Cruz"
http://www.wikidata.org/entity/Q18387068,Chela Sandoval,1956,http://www.wikidata.org/entity/Q1047293,"University of California, Santa Cruz"
http://www.wikidata.org/entity/Q360570,Huey P. Newton,1942,http://www.wikidata.org/entity/Q1047293,"University of California, Santa Cruz"
http://www.wikidata.org/entity/Q16201430,Eli Erlick,1995,http://www.wikidata.org/entity/Q1047293,"University of California, Santa Cruz"
http://www.wikidata.org/entity/Q102037550,Marge Frantz,1922,http://www.wikidata.org/entity/Q1047293,"University of California, Santa Cruz"
http://www.wikidata.org/entity/Q371648,Teresa Forcades,1966,http://www.wikidata.org/entity/Q35794,University of Cambridge
http://www.wikidata.org/entity/Q17522,Hertha Ayrton,1854,http://www.wikidata.org/entity/Q35794,University of Cambridge
http://www.wikidata.org/entity/Q103591,Germaine Greer,1939,http://www.wikidata.org/entity/Q35794,University of Cambridge
http://www.wikidata.org/entity/Q3361492,Kim Friele,1935,http://www.wikidata.org/entity/Q35794,University of Cambridge
http://www.wikidata.org/entity/Q332459,E. D. Morel,1873,http://www.wikidata.org/entity/Q35794,University of Cambridge
http://www.wikidata.org/entity/Q4975099,Ingrid Robeyns,1972,http://www.wikidata.org/entity/Q35794,University of Cambridge
http://www.wikidata.org/entity/Q5363102,Elizabeth Lapovsky Kennedy,1939,http://www.wikidata.org/entity/Q35794,University of Cambridge
http://www.wikidata.org/entity/Q11091484,Zeng Baosun,1893,http://www.wikidata.org/entity/Q35794,University of Cambridge
http://www.wikidata.org/entity/Q5294009,Donald Barkly Molteno,1908,http://www.wikidata.org/entity/Q35794,University of Cambridge
http://www.wikidata.org/entity/Q105718403,Chow Hang-tung,1985,http://www.wikidata.org/entity/Q35794,University of Cambridge
http://www.wikidata.org/entity/Q42666589,Akua Asabea Ayisi,1927,http://www.wikidata.org/entity/Q35794,University of Cambridge
http://www.wikidata.org/entity/Q75164951,Obioma Nwaorgu,1948,http://www.wikidata.org/entity/Q35794,University of Cambridge
http://www.wikidata.org/entity/Q75331136,Jamie Pleydell-Bouverie,1989,http://www.wikidata.org/entity/Q35794,University of Cambridge
http://www.wikidata.org/entity/Q28921779,Bela Bhatia,1963,http://www.wikidata.org/entity/Q35794,University of Cambridge
http://www.wikidata.org/entity/Q22137747,Dmytro Natalukha,1987,http://www.wikidata.org/entity/Q35794,University of Cambridge
http://www.wikidata.org/entity/Q85876475,Paula Beatriz de Souza Cruz,1971,http://www.wikidata.org/entity/Q2060678,University of Campinas
http://www.wikidata.org/entity/Q108493786,Ruth Venceremos,1984,http://www.wikidata.org/entity/Q2060678,University of Campinas
http://www.wikidata.org/entity/Q2662864,Rosi Braidotti,1954,http://www.wikidata.org/entity/Q1640648,University of Canberra
http://www.wikidata.org/entity/Q42950779,Cecilia Nembou,1953,http://www.wikidata.org/entity/Q1640648,University of Canberra
http://www.wikidata.org/entity/Q6729935,Magdalene Stuart Reeves,1865,http://www.wikidata.org/entity/Q432475,University of Canterbury
http://www.wikidata.org/entity/Q2156126,Sylvia Borren,1950,http://www.wikidata.org/entity/Q432475,University of Canterbury
http://www.wikidata.org/entity/Q28549690,Laurie Salas,1922,http://www.wikidata.org/entity/Q432475,University of Canterbury
http://www.wikidata.org/entity/Q869844,Denis Goldberg,1933,http://www.wikidata.org/entity/Q951305,University of Cape Town
http://www.wikidata.org/entity/Q5271147,Diana E. H. Russell,1938,http://www.wikidata.org/entity/Q951305,University of Cape Town
http://www.wikidata.org/entity/Q61993413,Akuol de Mabior,1989,http://www.wikidata.org/entity/Q951305,University of Cape Town
http://www.wikidata.org/entity/Q17626455,Frances Ames,1920,http://www.wikidata.org/entity/Q951305,University of Cape Town
http://www.wikidata.org/entity/Q102430251,Josina Z. Machel,1976,http://www.wikidata.org/entity/Q951305,University of Cape Town
http://www.wikidata.org/entity/Q64021954,Elaine Rosa Salo,1962,http://www.wikidata.org/entity/Q951305,University of Cape Town
http://www.wikidata.org/entity/Q71190445,Lucinda Evans,1972,http://www.wikidata.org/entity/Q951305,University of Cape Town
http://www.wikidata.org/entity/Q96575383,Clarence Mini,1951,http://www.wikidata.org/entity/Q951305,University of Cape Town
http://www.wikidata.org/entity/Q52209335,Gertrude Fester,1952,http://www.wikidata.org/entity/Q951305,University of Cape Town
http://www.wikidata.org/entity/Q3194965,Kem Sokha,1953,http://www.wikidata.org/entity/Q1476341,University of Chemistry and Technology
http://www.wikidata.org/entity/Q6375583,Kate Knuth,1981,http://www.wikidata.org/entity/Q131252,University of Chicago
http://www.wikidata.org/entity/Q354534,David Suzuki,1936,http://www.wikidata.org/entity/Q131252,University of Chicago
http://www.wikidata.org/entity/Q25649,Saul Alinsky,1909,http://www.wikidata.org/entity/Q131252,University of Chicago
http://www.wikidata.org/entity/Q48779,Ukshin Hoti,1943,http://www.wikidata.org/entity/Q131252,University of Chicago
http://www.wikidata.org/entity/Q152824,Susan Sontag,1933,http://www.wikidata.org/entity/Q131252,University of Chicago
http://www.wikidata.org/entity/Q21552307,Mary Jean Crenshaw Tully,1925,http://www.wikidata.org/entity/Q131252,University of Chicago
http://www.wikidata.org/entity/Q468667,Susan Glaspell,1876,http://www.wikidata.org/entity/Q131252,University of Chicago
http://www.wikidata.org/entity/Q3576228,Zsuzsanna Budapest,1940,http://www.wikidata.org/entity/Q131252,University of Chicago
http://www.wikidata.org/entity/Q7342804,Robert Carter,1927,http://www.wikidata.org/entity/Q131252,University of Chicago
http://www.wikidata.org/entity/Q943567,Paul Goodman,1911,http://www.wikidata.org/entity/Q131252,University of Chicago
http://www.wikidata.org/entity/Q13563051,May Wood Simons,1876,http://www.wikidata.org/entity/Q131252,University of Chicago
http://www.wikidata.org/entity/Q15446255,Sarah Chakko,1905,http://www.wikidata.org/entity/Q131252,University of Chicago
http://www.wikidata.org/entity/Q16017542,Estelle Ramey,1917,http://www.wikidata.org/entity/Q131252,University of Chicago
http://www.wikidata.org/entity/Q5394929,Ernst Borinski,1901,http://www.wikidata.org/entity/Q131252,University of Chicago
http://www.wikidata.org/entity/Q2403438,Jo Freeman,1945,http://www.wikidata.org/entity/Q131252,University of Chicago
http://www.wikidata.org/entity/Q4662358,Aaron Rhodes,1949,http://www.wikidata.org/entity/Q131252,University of Chicago
http://www.wikidata.org/entity/Q377538,Bill Browder,1964,http://www.wikidata.org/entity/Q131252,University of Chicago
http://www.wikidata.org/entity/Q57194094,Shirley Willer,1922,http://www.wikidata.org/entity/Q131252,University of Chicago
http://www.wikidata.org/entity/Q110101988,Elena Landázuri,1888,http://www.wikidata.org/entity/Q131252,University of Chicago
http://www.wikidata.org/entity/Q2493058,Gregory Stanton,1950,http://www.wikidata.org/entity/Q131252,University of Chicago
http://www.wikidata.org/entity/Q102157877,Minnie Steckel,1890,http://www.wikidata.org/entity/Q131252,University of Chicago
http://www.wikidata.org/entity/Q29941210,Heather Booth,1945,http://www.wikidata.org/entity/Q131252,University of Chicago
http://www.wikidata.org/entity/Q47144756,Frieda S. Miller,1890,http://www.wikidata.org/entity/Q131252,University of Chicago
http://www.wikidata.org/entity/Q21067272,Nicole Fisher,1982,http://www.wikidata.org/entity/Q131252,University of Chicago
http://www.wikidata.org/entity/Q16018987,Patricia Swift Blalock,1914,http://www.wikidata.org/entity/Q131252,University of Chicago
http://www.wikidata.org/entity/Q63485328,Orie Latham Hatcher,1868,http://www.wikidata.org/entity/Q131252,University of Chicago
http://www.wikidata.org/entity/Q63865156,Laila Abou Saif,1941,http://www.wikidata.org/entity/Q131252,University of Chicago
http://www.wikidata.org/entity/Q22279938,Ben Rawlence,1974,http://www.wikidata.org/entity/Q131252,University of Chicago
http://www.wikidata.org/entity/Q5525220,Gary Haugen,1963,http://www.wikidata.org/entity/Q1036763,University of Chicago Law School
http://www.wikidata.org/entity/Q5525220,Gary Haugen,1964,http://www.wikidata.org/entity/Q1036763,University of Chicago Law School
http://www.wikidata.org/entity/Q16018987,Patricia Swift Blalock,1914,http://www.wikidata.org/entity/Q7895264,University of Chicago School of Social Service Administration
http://www.wikidata.org/entity/Q80878638,Emilia Schneider,1996,http://www.wikidata.org/entity/Q232141,University of Chile
http://www.wikidata.org/entity/Q5675566,Andrés Aylwin,1925,http://www.wikidata.org/entity/Q232141,University of Chile
http://www.wikidata.org/entity/Q54826293,Mara Rita Villarroel,1991,http://www.wikidata.org/entity/Q232141,University of Chile
http://www.wikidata.org/entity/Q11686373,Juan Bustos,1935,http://www.wikidata.org/entity/Q232141,University of Chile
http://www.wikidata.org/entity/Q18645948,Ana Figuero,1907,http://www.wikidata.org/entity/Q232141,University of Chile
http://www.wikidata.org/entity/Q428254,Clotario Blest,1899,http://www.wikidata.org/entity/Q232141,University of Chile
http://www.wikidata.org/entity/Q5855521,Luis Alberto Corvalán,1948,http://www.wikidata.org/entity/Q232141,University of Chile
http://www.wikidata.org/entity/Q6109761,Roberto Garretón,1941,http://www.wikidata.org/entity/Q232141,University of Chile
http://www.wikidata.org/entity/Q2443186,Hortensia Bussi,1914,http://www.wikidata.org/entity/Q232141,University of Chile
http://www.wikidata.org/entity/Q3160566,Jaime Castillo Velasco,1914,http://www.wikidata.org/entity/Q232141,University of Chile
http://www.wikidata.org/entity/Q106943837,Bárbara Sepúlveda Hales,1985,http://www.wikidata.org/entity/Q232141,University of Chile
http://www.wikidata.org/entity/Q16543585,Carmen Hertz,1945,http://www.wikidata.org/entity/Q232141,University of Chile
http://www.wikidata.org/entity/Q94909974,Sergio Concha Rodríguez,1931,http://www.wikidata.org/entity/Q232141,University of Chile
http://www.wikidata.org/entity/Q106905427,Rosa Catrileo Arias,1981,http://www.wikidata.org/entity/Q232141,University of Chile
http://www.wikidata.org/entity/Q109568781,Wendy Valeska Flores Acevedo,1981,http://www.wikidata.org/entity/Q232141,University of Chile
http://www.wikidata.org/entity/Q42573415,Luz Donoso,1921,http://www.wikidata.org/entity/Q232141,University of Chile
http://www.wikidata.org/entity/Q55223013,Fabiola Letelier,1929,http://www.wikidata.org/entity/Q232141,University of Chile
http://www.wikidata.org/entity/Q6294241,José Zalaquett,1942,http://www.wikidata.org/entity/Q5854841,University of Chile - Faculty of Law
http://www.wikidata.org/entity/Q66162,Thomas Szasz,1920,http://www.wikidata.org/entity/Q153265,University of Cincinnati
http://www.wikidata.org/entity/Q6514418,Lee Lorch,1915,http://www.wikidata.org/entity/Q153265,University of Cincinnati
http://www.wikidata.org/entity/Q5362791,Elizabeth Fouse,1875,http://www.wikidata.org/entity/Q153265,University of Cincinnati
http://www.wikidata.org/entity/Q3380804,Ion Cârja,1922,http://www.wikidata.org/entity/Q28874573,University of Cluj
http://www.wikidata.org/entity/Q102501,Felix Rexhausen,1932,http://www.wikidata.org/entity/Q54096,University of Cologne
http://www.wikidata.org/entity/Q100751199,Dave Lowe,1946,http://www.wikidata.org/entity/Q54096,University of Cologne
http://www.wikidata.org/entity/Q28819125,Gabriele Raether,1947,http://www.wikidata.org/entity/Q54096,University of Cologne
http://www.wikidata.org/entity/Q63442507,Michael Lysander Fremuth,1979,http://www.wikidata.org/entity/Q54096,University of Cologne
http://www.wikidata.org/entity/Q24572415,Jayanthi Kuru-Utumpala,1979,http://www.wikidata.org/entity/Q720953,University of Colombo
http://www.wikidata.org/entity/Q3358510,Rajani Thiranagama,1954,http://www.wikidata.org/entity/Q720953,University of Colombo
http://www.wikidata.org/entity/Q6681075,Lori Gruen,1962,http://www.wikidata.org/entity/Q1206658,University of Colorado
http://www.wikidata.org/entity/Q26251226,Aisha Al-Mana,1948,http://www.wikidata.org/entity/Q1206658,University of Colorado
http://www.wikidata.org/entity/Q377538,Bill Browder,1964,http://www.wikidata.org/entity/Q1206658,University of Colorado
http://www.wikidata.org/entity/Q6388428,Ken Rutherford,1962,http://www.wikidata.org/entity/Q1206658,University of Colorado
http://www.wikidata.org/entity/Q26699967,Janet Petra Bonnema,1938,http://www.wikidata.org/entity/Q736674,University of Colorado Boulder
http://www.wikidata.org/entity/Q55759601,Clela Rorex,1943,http://www.wikidata.org/entity/Q736674,University of Colorado Boulder
http://www.wikidata.org/entity/Q377538,Bill Browder,1964,http://www.wikidata.org/entity/Q736674,University of Colorado Boulder
http://www.wikidata.org/entity/Q13637455,Ibtihal Al-Khatib,1972,http://www.wikidata.org/entity/Q736674,University of Colorado Boulder
http://www.wikidata.org/entity/Q6388428,Ken Rutherford,1962,http://www.wikidata.org/entity/Q736674,University of Colorado Boulder
http://www.wikidata.org/entity/Q6734697,Mahnaz Afkhami,1941,http://www.wikidata.org/entity/Q736674,University of Colorado Boulder
http://www.wikidata.org/entity/Q107984823,Scott Miller,1979,http://www.wikidata.org/entity/Q736674,University of Colorado Boulder
http://www.wikidata.org/entity/Q26699967,Janet Petra Bonnema,1938,http://www.wikidata.org/entity/Q1468161,University of Colorado Denver
http://www.wikidata.org/entity/Q5904499,Hugo Gutiérrez,1961,http://www.wikidata.org/entity/Q199948,University of Concepción
http://www.wikidata.org/entity/Q435313,Sofie Petersen,1955,http://www.wikidata.org/entity/Q186285,University of Copenhagen
http://www.wikidata.org/entity/Q5556933,Poul Georg Andræ,1843,http://www.wikidata.org/entity/Q186285,University of Copenhagen
http://www.wikidata.org/entity/Q19387109,Ruth Anker Høyer,1945,http://www.wikidata.org/entity/Q186285,University of Copenhagen
http://www.wikidata.org/entity/Q4936601,Bodil Koch,1903,http://www.wikidata.org/entity/Q186285,University of Copenhagen
http://www.wikidata.org/entity/Q4951016,Lis Groes,1910,http://www.wikidata.org/entity/Q186285,University of Copenhagen
http://www.wikidata.org/entity/Q12335117,Sherin Khankan,1974,http://www.wikidata.org/entity/Q186285,University of Copenhagen
http://www.wikidata.org/entity/Q15639161,Else Zeuthen,1897,http://www.wikidata.org/entity/Q186285,University of Copenhagen
http://www.wikidata.org/entity/Q16063667,Elisabeth Møller Jensen,1946,http://www.wikidata.org/entity/Q186285,University of Copenhagen
http://www.wikidata.org/entity/Q5056489,Cecilie Thoresen Krog,1858,http://www.wikidata.org/entity/Q186285,University of Copenhagen
http://www.wikidata.org/entity/Q62080718,Karen Berlème-Nix,1883,http://www.wikidata.org/entity/Q186285,University of Copenhagen
http://www.wikidata.org/entity/Q1798329,Elna Munch,1871,http://www.wikidata.org/entity/Q186285,University of Copenhagen
http://www.wikidata.org/entity/Q2130725,Leonora Christina Skov,1976,http://www.wikidata.org/entity/Q186285,University of Copenhagen
http://www.wikidata.org/entity/Q11991392,Nielsine Nielsen,1850,http://www.wikidata.org/entity/Q186285,University of Copenhagen
http://www.wikidata.org/entity/Q63060632,Wilhelm von Rosen,1941,http://www.wikidata.org/entity/Q186285,University of Copenhagen
http://www.wikidata.org/entity/Q12318873,Jacob Mchangama,1978,http://www.wikidata.org/entity/Q186285,University of Copenhagen
http://www.wikidata.org/entity/Q51395828,Carl Christian Olsen,1943,http://www.wikidata.org/entity/Q186285,University of Copenhagen
http://www.wikidata.org/entity/Q59435226,Uriel Quesada,1962,http://www.wikidata.org/entity/Q1305486,University of Costa Rica
http://www.wikidata.org/entity/Q59542791,Alicia R Pérez-Porro,1981,http://www.wikidata.org/entity/Q1305486,University of Costa Rica
http://www.wikidata.org/entity/Q123884823,Daniela Ruiz,1984,http://www.wikidata.org/entity/Q1305486,University of Costa Rica
http://www.wikidata.org/entity/Q106592810,Sofía Hernández Salazar,1998,http://www.wikidata.org/entity/Q1305486,University of Costa Rica
http://www.wikidata.org/entity/Q97931376,Ana Carcedo,1949,http://www.wikidata.org/entity/Q1305486,University of Costa Rica
http://www.wikidata.org/entity/Q25434298,Valeriu Nicolae,1970,http://www.wikidata.org/entity/Q494096,University of Craiova
http://www.wikidata.org/entity/Q124624558,León Sierra Páez,1974,http://www.wikidata.org/entity/Q7895315,University of Cuenca
http://www.wikidata.org/entity/Q123694481,Cristian Polo,1969,http://www.wikidata.org/entity/Q7895315,University of Cuenca
http://www.wikidata.org/entity/Q7145727,Patricia McFadden,1952,http://www.wikidata.org/entity/Q557597,University of Dar es Salaam
http://www.wikidata.org/entity/Q36740,Aung San Suu Kyi,1945,http://www.wikidata.org/entity/Q665105,University of Delhi
http://www.wikidata.org/entity/Q24572415,Jayanthi Kuru-Utumpala,1979,http://www.wikidata.org/entity/Q665105,University of Delhi
http://www.wikidata.org/entity/Q55759601,Clela Rorex,1943,http://www.wikidata.org/entity/Q519427,University of Denver
http://www.wikidata.org/entity/Q26707143,Virginia Fraser,1928,http://www.wikidata.org/entity/Q519427,University of Denver
http://www.wikidata.org/entity/Q5252903,Del LaGrace Volcano,1957,http://www.wikidata.org/entity/Q3183295,University of Derby
http://www.wikidata.org/entity/Q124815336,Ixone Azkorra,1981,http://www.wikidata.org/entity/Q1468481,University of Deusto
http://www.wikidata.org/entity/Q6120996,Santiago Manuin Valera,1957,http://www.wikidata.org/entity/Q1468481,University of Deusto
http://www.wikidata.org/entity/Q50383316,Irene Milleiro,1976,http://www.wikidata.org/entity/Q1468481,University of Deusto
http://www.wikidata.org/entity/Q106824695,Sara Buesa Rodríguez,1980,http://www.wikidata.org/entity/Q1468481,University of Deusto
http://www.wikidata.org/entity/Q124609986,María López Belloso,1979,http://www.wikidata.org/entity/Q1468481,University of Deusto
http://www.wikidata.org/entity/Q89620480,Andrea Khalfaoui,1993,http://www.wikidata.org/entity/Q1468481,University of Deusto
http://www.wikidata.org/entity/Q13060285,Hena Das,1924,http://www.wikidata.org/entity/Q1480421,University of Dhaka
http://www.wikidata.org/entity/Q454447,Monira Rahman,1965,http://www.wikidata.org/entity/Q1480421,University of Dhaka
http://www.wikidata.org/entity/Q18612947,Taslima Akhter,1974,http://www.wikidata.org/entity/Q1480421,University of Dhaka
http://www.wikidata.org/entity/Q5304425,Syed Abdus Samad,1942,http://www.wikidata.org/entity/Q1480421,University of Dhaka
http://www.wikidata.org/entity/Q23920796,Xulhaz Mannan,1976,http://www.wikidata.org/entity/Q1480421,University of Dhaka
http://www.wikidata.org/entity/Q76152,Dieter Nuhr,1960,http://www.wikidata.org/entity/Q696757,University of Duisburg-Essen
http://www.wikidata.org/entity/Q116842753,Marwa Fatafta,1983,http://www.wikidata.org/entity/Q696757,University of Duisburg-Essen
http://www.wikidata.org/entity/Q726260,Craig Murray,1958,http://www.wikidata.org/entity/Q1249005,University of Dundee
http://www.wikidata.org/entity/Q73790,Rolf Gindorf,1939,http://www.wikidata.org/entity/Q317032,University of Düsseldorf
http://www.wikidata.org/entity/Q92463830,Eva Kreienkamp,1962,http://www.wikidata.org/entity/Q317032,University of Düsseldorf
http://www.wikidata.org/entity/Q108705294,Nyke Slawik,1994,http://www.wikidata.org/entity/Q317032,University of Düsseldorf
http://www.wikidata.org/entity/Q5271393,Diane Atkinson,1950,http://www.wikidata.org/entity/Q1045828,University of East Anglia
http://www.wikidata.org/entity/Q8074705,Zoya Phan,1980,http://www.wikidata.org/entity/Q1045828,University of East Anglia
http://www.wikidata.org/entity/Q4964151,Brian J. Dooley,1963,http://www.wikidata.org/entity/Q1045828,University of East Anglia
http://www.wikidata.org/entity/Q20740457,Carlos Nuno Castel-Branco,1960,http://www.wikidata.org/entity/Q1045828,University of East Anglia
http://www.wikidata.org/entity/Q6968062,Natalia Pelevine,1976,http://www.wikidata.org/entity/Q1345942,University of East London
http://www.wikidata.org/entity/Q19660748,Jeanne Schmahl,1846,http://www.wikidata.org/entity/Q160302,University of Edinburgh
http://www.wikidata.org/entity/Q110132814,Charlotte Carmichael Stopes,1840,http://www.wikidata.org/entity/Q160302,University of Edinburgh
http://www.wikidata.org/entity/Q65123,Gudrun Ensslin,1940,http://www.wikidata.org/entity/Q2120205,University of Education Schwaebisch Gmuend
http://www.wikidata.org/entity/Q4123735,Oleksandr Volodarsky,1987,http://www.wikidata.org/entity/Q40025,University of Erlangen–Nuremberg
http://www.wikidata.org/entity/Q827721,Bertha Kipfmüller,1861,http://www.wikidata.org/entity/Q40025,University of Erlangen–Nuremberg
http://www.wikidata.org/entity/Q4717551,Alex Neve,1962,http://www.wikidata.org/entity/Q1075104,University of Essex
http://www.wikidata.org/entity/Q87075503,Randa Siniora,1961,http://www.wikidata.org/entity/Q1075104,University of Essex
http://www.wikidata.org/entity/Q7032624,Nigel S. Rodley,1941,http://www.wikidata.org/entity/Q1075104,University of Essex
http://www.wikidata.org/entity/Q18394296,Thulani Maseko,1970,http://www.wikidata.org/entity/Q1570483,University of Eswatini
http://www.wikidata.org/entity/Q7145727,Patricia McFadden,1952,http://www.wikidata.org/entity/Q1570483,University of Eswatini
http://www.wikidata.org/entity/Q457418,Ambiga Sreenevasan,1956,http://www.wikidata.org/entity/Q1414861,University of Exeter
http://www.wikidata.org/entity/Q12214545,Zulaikha Abu Risha,1942,http://www.wikidata.org/entity/Q1414861,University of Exeter
http://www.wikidata.org/entity/Q3658850,Carla Lonzi,1931,http://www.wikidata.org/entity/Q820887,University of Florence
http://www.wikidata.org/entity/Q3984302,Teresa Mattei,1921,http://www.wikidata.org/entity/Q820887,University of Florence
http://www.wikidata.org/entity/Q16560436,Giuliana Dal Pozzo,1922,http://www.wikidata.org/entity/Q820887,University of Florence
http://www.wikidata.org/entity/Q6278311,Jorge Mario García Laguardia,1931,http://www.wikidata.org/entity/Q820887,University of Florence
http://www.wikidata.org/entity/Q64397,Shere Hite,1942,http://www.wikidata.org/entity/Q501758,University of Florida
http://www.wikidata.org/entity/Q242956,Rita Mae Brown,1944,http://www.wikidata.org/entity/Q501758,University of Florida
http://www.wikidata.org/entity/Q7326038,Richard Grayson,1951,http://www.wikidata.org/entity/Q501758,University of Florida
http://www.wikidata.org/entity/Q1327520,Stetson Kennedy,1916,http://www.wikidata.org/entity/Q501758,University of Florida
http://www.wikidata.org/entity/Q3050533,Eleanor Smeal,1939,http://www.wikidata.org/entity/Q501758,University of Florida
http://www.wikidata.org/entity/Q7934088,"Virginia ""Ginny"" Montes",1943,http://www.wikidata.org/entity/Q501758,University of Florida
http://www.wikidata.org/entity/Q23678507,tatiana de la tierra,1961,http://www.wikidata.org/entity/Q501758,University of Florida
http://www.wikidata.org/entity/Q16214629,Stephanie Sinclair,1973,http://www.wikidata.org/entity/Q501758,University of Florida
http://www.wikidata.org/entity/Q6504536,Lawrence Rockwood,1958,http://www.wikidata.org/entity/Q501758,University of Florida
http://www.wikidata.org/entity/Q1710043,Joyce Piliso-Seroke,1933,http://www.wikidata.org/entity/Q2005511,University of Fort Hare
http://www.wikidata.org/entity/Q11881524,Matthew Goniwe,1947,http://www.wikidata.org/entity/Q2005511,University of Fort Hare
http://www.wikidata.org/entity/Q32558449,Sophie Passmann,1994,http://www.wikidata.org/entity/Q153987,University of Freiburg
http://www.wikidata.org/entity/Q241392,Mary Daly,1928,http://www.wikidata.org/entity/Q36188,University of Fribourg
http://www.wikidata.org/entity/Q120223,Emma Pieczynska-Reichenbach,1854,http://www.wikidata.org/entity/Q503473,University of Geneva
http://www.wikidata.org/entity/Q89586,Christa Muth,1949,http://www.wikidata.org/entity/Q503473,University of Geneva
http://www.wikidata.org/entity/Q23727181,Coline de Senarclens,1985,http://www.wikidata.org/entity/Q503473,University of Geneva
http://www.wikidata.org/entity/Q12737641,Paul Bujor,1862,http://www.wikidata.org/entity/Q503473,University of Geneva
http://www.wikidata.org/entity/Q110982293,Marius Diserens,1996,http://www.wikidata.org/entity/Q503473,University of Geneva
http://www.wikidata.org/entity/Q66363348,Meriem Belmihoub,1935,http://www.wikidata.org/entity/Q503473,University of Geneva
http://www.wikidata.org/entity/Q24567332,Martina Bacigalupo,1978,http://www.wikidata.org/entity/Q593321,University of Genoa
http://www.wikidata.org/entity/Q23688647,Antonio Stango,1957,http://www.wikidata.org/entity/Q593321,University of Genoa
http://www.wikidata.org/entity/Q8969827,Josephine Ho,1951,http://www.wikidata.org/entity/Q761534,University of Georgia
http://www.wikidata.org/entity/Q40369420,Raquel Willis,1995,http://www.wikidata.org/entity/Q761534,University of Georgia
http://www.wikidata.org/entity/Q105080965,Anne Gayle Ingram,1924,http://www.wikidata.org/entity/Q761534,University of Georgia
http://www.wikidata.org/entity/Q21151762,Wilson A. Head,1914,http://www.wikidata.org/entity/Q761534,University of Georgia
http://www.wikidata.org/entity/Q104247433,Francis Xavier Kojo Sosu,1979,http://www.wikidata.org/entity/Q2303765,University of Ghana
http://www.wikidata.org/entity/Q60812899,Hannah Forster,1950,http://www.wikidata.org/entity/Q2303765,University of Ghana
http://www.wikidata.org/entity/Q20810423,Anna Bossman,1957,http://www.wikidata.org/entity/Q2303765,University of Ghana
http://www.wikidata.org/entity/Q123136481,Akoto Ampaw,1950,http://www.wikidata.org/entity/Q2303765,University of Ghana
http://www.wikidata.org/entity/Q106366913,Yinka Odumakin,1966,http://www.wikidata.org/entity/Q2303765,University of Ghana
http://www.wikidata.org/entity/Q21126940,Dolors Bassa,1959,http://www.wikidata.org/entity/Q1814503,University of Girona
http://www.wikidata.org/entity/Q24204605,Andrew Stroehlein,1901,http://www.wikidata.org/entity/Q192775,University of Glasgow
http://www.wikidata.org/entity/Q107496169,Emma Ritch,1976,http://www.wikidata.org/entity/Q192775,University of Glasgow
http://www.wikidata.org/entity/Q448543,Jean Lambert,1950,http://www.wikidata.org/entity/Q1816872,University of Gloucestershire
http://www.wikidata.org/entity/Q55807448,Halima Adan,1984,http://www.wikidata.org/entity/Q1896148,University of Greenwich
http://www.wikidata.org/entity/Q463478,Aletta Jacobs,1854,http://www.wikidata.org/entity/Q850730,University of Groningen
http://www.wikidata.org/entity/Q19973939,Berteke Waaldijk,1957,http://www.wikidata.org/entity/Q850730,University of Groningen
http://www.wikidata.org/entity/Q520269,Heleen Mees,1968,http://www.wikidata.org/entity/Q850730,University of Groningen
http://www.wikidata.org/entity/Q4956090,Charlotte Jacobs,1847,http://www.wikidata.org/entity/Q850730,University of Groningen
http://www.wikidata.org/entity/Q62598309,Fátima Iturríos,1978,http://www.wikidata.org/entity/Q164028,University of Guadalajara
http://www.wikidata.org/entity/Q17466704,Rossana Reguillo,1955,http://www.wikidata.org/entity/Q164028,University of Guadalajara
http://www.wikidata.org/entity/Q124876957,Lía Burbano,1969,http://www.wikidata.org/entity/Q7895474,University of Guayaquil
http://www.wikidata.org/entity/Q16556733,Diane Marie Rodriguez Zambrano,1982,http://www.wikidata.org/entity/Q7895474,University of Guayaquil
http://www.wikidata.org/entity/Q108670762,Walter Gómez Ronquillo,1970,http://www.wikidata.org/entity/Q7895474,University of Guayaquil
http://www.wikidata.org/entity/Q62173,Sabine Leutheusser-Schnarrenberger,1951,http://www.wikidata.org/entity/Q152838,University of Göttingen
http://www.wikidata.org/entity/Q61625543,Luisa Neubauer,1996,http://www.wikidata.org/entity/Q152838,University of Göttingen
http://www.wikidata.org/entity/Q60318,Karl Heinrich Ulrichs,1825,http://www.wikidata.org/entity/Q152838,University of Göttingen
http://www.wikidata.org/entity/Q529477,Margaret Eliza Maltby,1860,http://www.wikidata.org/entity/Q152838,University of Göttingen
http://www.wikidata.org/entity/Q6616804,Nadera Shalhoub-Kevorkian,1960,http://www.wikidata.org/entity/Q591115,University of Haifa
http://www.wikidata.org/entity/Q6810250,Meir Margalit,1952,http://www.wikidata.org/entity/Q591115,University of Haifa
http://www.wikidata.org/entity/Q53953368,Jafar Farah,1966,http://www.wikidata.org/entity/Q591115,University of Haifa
http://www.wikidata.org/entity/Q16945722,Adeline Magloire Chancy,1931,http://www.wikidata.org/entity/Q1205322,University of Haiti
http://www.wikidata.org/entity/Q2162794,Roland Heintze,1973,http://www.wikidata.org/entity/Q156725,University of Hamburg
