item,itemLabel,occupationLabel
http://www.wikidata.org/entity/Q3341085,Nicole Malinconi,novelist
http://www.wikidata.org/entity/Q3341085,Nicole Malinconi,social worker
http://www.wikidata.org/entity/Q3341085,Nicole Malinconi,women's rights activist
http://www.wikidata.org/entity/Q2580818,Chana Safrai,historian
http://www.wikidata.org/entity/Q2580818,Chana Safrai,philosopher
http://www.wikidata.org/entity/Q2580818,Chana Safrai,women's rights activist
http://www.wikidata.org/entity/Q85626246,Susana Chiarotti,lawyer
http://www.wikidata.org/entity/Q85626246,Susana Chiarotti,women's rights activist
http://www.wikidata.org/entity/Q4952089,Catherine Hall,historian
http://www.wikidata.org/entity/Q4952089,Catherine Hall,women's rights activist
http://www.wikidata.org/entity/Q102226319,Emmanuèle de Lesseps,writer
http://www.wikidata.org/entity/Q102226319,Emmanuèle de Lesseps,women's rights activist
http://www.wikidata.org/entity/Q31188540,Zeynep Oral,writer
http://www.wikidata.org/entity/Q31188540,Zeynep Oral,journalist
http://www.wikidata.org/entity/Q31188540,Zeynep Oral,pacifist
http://www.wikidata.org/entity/Q31188540,Zeynep Oral,theatre critic
http://www.wikidata.org/entity/Q31188540,Zeynep Oral,cultural activist
http://www.wikidata.org/entity/Q31188540,Zeynep Oral,women's rights activist
http://www.wikidata.org/entity/Q16063667,Elisabeth Møller Jensen,writer
http://www.wikidata.org/entity/Q16063667,Elisabeth Møller Jensen,director
http://www.wikidata.org/entity/Q16063667,Elisabeth Møller Jensen,women's rights activist
http://www.wikidata.org/entity/Q35243656,Ailbhe Smyth,academic
http://www.wikidata.org/entity/Q35243656,Ailbhe Smyth,activist
http://www.wikidata.org/entity/Q35243656,Ailbhe Smyth,women's rights activist
http://www.wikidata.org/entity/Q16107221,Kamla Bhasin,poet
http://www.wikidata.org/entity/Q16107221,Kamla Bhasin,women's rights activist
http://www.wikidata.org/entity/Q18511965,Kim Jung-sook,politician
http://www.wikidata.org/entity/Q18511965,Kim Jung-sook,women's rights activist
http://www.wikidata.org/entity/Q16107221,Kamla Bhasin,writer
http://www.wikidata.org/entity/Q56823597,Ruth Meena,teacher
http://www.wikidata.org/entity/Q56823597,Ruth Meena,women's rights activist
http://www.wikidata.org/entity/Q57983186,Mariama Keïta,journalist
http://www.wikidata.org/entity/Q57983186,Mariama Keïta,activist
http://www.wikidata.org/entity/Q57983186,Mariama Keïta,women's rights activist
http://www.wikidata.org/entity/Q47667727,Jeanne Henriquez,teacher
http://www.wikidata.org/entity/Q47667727,Jeanne Henriquez,historian
http://www.wikidata.org/entity/Q47667727,Jeanne Henriquez,women's rights activist
http://www.wikidata.org/entity/Q51695476,Marjorie Bear Don't Walk,nutritionist
http://www.wikidata.org/entity/Q51695476,Marjorie Bear Don't Walk,fashion designer
http://www.wikidata.org/entity/Q51695476,Marjorie Bear Don't Walk,health administrator
http://www.wikidata.org/entity/Q51695476,Marjorie Bear Don't Walk,women's rights activist
http://www.wikidata.org/entity/Q131152,Shirin Ebadi,judge
http://www.wikidata.org/entity/Q131152,Shirin Ebadi,writer
http://www.wikidata.org/entity/Q131152,Shirin Ebadi,lawyer
http://www.wikidata.org/entity/Q131152,Shirin Ebadi,politician
http://www.wikidata.org/entity/Q131152,Shirin Ebadi,jurist
http://www.wikidata.org/entity/Q131152,Shirin Ebadi,human rights activist
http://www.wikidata.org/entity/Q131152,Shirin Ebadi,peace activist
http://www.wikidata.org/entity/Q131152,Shirin Ebadi,women's rights activist
http://www.wikidata.org/entity/Q28819125,Gabriele Raether,teacher
http://www.wikidata.org/entity/Q28819125,Gabriele Raether,opinion journalist
http://www.wikidata.org/entity/Q28819125,Gabriele Raether,women's rights activist
http://www.wikidata.org/entity/Q3378561,Beatrix Campbell,writer
http://www.wikidata.org/entity/Q3378561,Beatrix Campbell,journalist
http://www.wikidata.org/entity/Q3378561,Beatrix Campbell,women's rights activist
http://www.wikidata.org/entity/Q3291491,Marie-Angélique Savané,politician
http://www.wikidata.org/entity/Q3291491,Marie-Angélique Savané,journalist
http://www.wikidata.org/entity/Q3291491,Marie-Angélique Savané,sociologist
http://www.wikidata.org/entity/Q3291491,Marie-Angélique Savané,women's rights activist
http://www.wikidata.org/entity/Q4276620,Natalia Malakhovskaia,writer
http://www.wikidata.org/entity/Q4276620,Natalia Malakhovskaia,women's rights activist
http://www.wikidata.org/entity/Q5092712,Cheryl Clarke,writer
http://www.wikidata.org/entity/Q5092712,Cheryl Clarke,poet
http://www.wikidata.org/entity/Q5092712,Cheryl Clarke,educator
http://www.wikidata.org/entity/Q5092712,Cheryl Clarke,women's rights activist
http://www.wikidata.org/entity/Q27595496,Rita Myers,photographer
http://www.wikidata.org/entity/Q27595496,Rita Myers,visual artist
http://www.wikidata.org/entity/Q27595496,Rita Myers,multimedia artist
http://www.wikidata.org/entity/Q27595496,Rita Myers,new media artist
http://www.wikidata.org/entity/Q27595496,Rita Myers,women's rights activist
http://www.wikidata.org/entity/Q27980164,Anna Stewart,activist
http://www.wikidata.org/entity/Q27980164,Anna Stewart,trade unionist
http://www.wikidata.org/entity/Q27980164,Anna Stewart,women's rights activist
http://www.wikidata.org/entity/Q6001954,Marta Lamas,writer
http://www.wikidata.org/entity/Q6001954,Marta Lamas,journalist
http://www.wikidata.org/entity/Q6001954,Marta Lamas,anthropologist
http://www.wikidata.org/entity/Q6001954,Marta Lamas,activist
http://www.wikidata.org/entity/Q6001954,Marta Lamas,women's rights activist
http://www.wikidata.org/entity/Q6151099,Jane Alpert,political activist
http://www.wikidata.org/entity/Q6151099,Jane Alpert,women's rights activist
http://www.wikidata.org/entity/Q120239077,Lorraine Fontana,writer
http://www.wikidata.org/entity/Q120239077,Lorraine Fontana,paralegal
http://www.wikidata.org/entity/Q120239077,Lorraine Fontana,civil rights advocate
http://www.wikidata.org/entity/Q120239077,Lorraine Fontana,LGBTQI+ rights activist
http://www.wikidata.org/entity/Q120239077,Lorraine Fontana,women's rights activist
http://www.wikidata.org/entity/Q124629548,Noureya al-Sadani,broadcast journalist
http://www.wikidata.org/entity/Q124629548,Noureya al-Sadani,women's rights activist
http://www.wikidata.org/entity/Q124733809,Annie Chemla,women's rights activist
http://www.wikidata.org/entity/Q96101676,Brigette Boucheron,proofreader
http://www.wikidata.org/entity/Q96101676,Brigette Boucheron,women's rights activist
http://www.wikidata.org/entity/Q96101676,Brigette Boucheron,civil libertarian
http://www.wikidata.org/entity/Q98398390,Pilar Sentís Zuazola-Cigorraga,psychologist
http://www.wikidata.org/entity/Q98398390,Pilar Sentís Zuazola-Cigorraga,environmentalist
http://www.wikidata.org/entity/Q98398390,Pilar Sentís Zuazola-Cigorraga,women's rights activist
http://www.wikidata.org/entity/Q100605523,Ernestine Ronai,school teacher
http://www.wikidata.org/entity/Q100605523,Ernestine Ronai,educational psychologist
http://www.wikidata.org/entity/Q100605523,Ernestine Ronai,women's rights activist
http://www.wikidata.org/entity/Q42562601,Suzette Robichon,editor
http://www.wikidata.org/entity/Q42562601,Suzette Robichon,journalist
http://www.wikidata.org/entity/Q42562601,Suzette Robichon,non-fiction writer
http://www.wikidata.org/entity/Q42562601,Suzette Robichon,women's rights activist
http://www.wikidata.org/entity/Q15957063,Sonja Eggerickx,chairperson
http://www.wikidata.org/entity/Q15957063,Sonja Eggerickx,women's rights activist
http://www.wikidata.org/entity/Q17350952,Simone Susskind,politician
http://www.wikidata.org/entity/Q17350952,Simone Susskind,women's rights activist
http://www.wikidata.org/entity/Q105705692,Byun Do-yoon,women's rights activist
http://www.wikidata.org/entity/Q42835933,Nurser Öztunali,architect
http://www.wikidata.org/entity/Q42835933,Nurser Öztunali,editor
http://www.wikidata.org/entity/Q42835933,Nurser Öztunali,women's rights activist
http://www.wikidata.org/entity/Q55946887,Gloria Nielfa Cristobal,historian
http://www.wikidata.org/entity/Q55946887,Gloria Nielfa Cristobal,women's rights activist
http://www.wikidata.org/entity/Q60487880,Pura Velarde,laborer
http://www.wikidata.org/entity/Q60487880,Pura Velarde,activist
http://www.wikidata.org/entity/Q60487880,Pura Velarde,women's rights activist
http://www.wikidata.org/entity/Q25158584,Marjan Sax,women's rights activist
http://www.wikidata.org/entity/Q25158584,Marjan Sax,consultant
http://www.wikidata.org/entity/Q62035273,Petra de Vries,women's rights activist
http://www.wikidata.org/entity/Q271468,Gudrun Schyman,politician
http://www.wikidata.org/entity/Q271468,Gudrun Schyman,women's rights activist
http://www.wikidata.org/entity/Q453835,Pamela Sargent,writer
http://www.wikidata.org/entity/Q453835,Pamela Sargent,novelist
http://www.wikidata.org/entity/Q453835,Pamela Sargent,science fiction writer
http://www.wikidata.org/entity/Q453835,Pamela Sargent,women's rights activist
http://www.wikidata.org/entity/Q3074005,Florence Montreynaud,women's rights activist
http://www.wikidata.org/entity/Q3148612,Ilana Löwy,sociologist
http://www.wikidata.org/entity/Q3148612,Ilana Löwy,anthropologist
http://www.wikidata.org/entity/Q3148612,Ilana Löwy,historian of science
http://www.wikidata.org/entity/Q3148612,Ilana Löwy,women's rights activist
http://www.wikidata.org/entity/Q3311648,Michèle Le Dœuff,philosopher
http://www.wikidata.org/entity/Q3311648,Michèle Le Dœuff,women's rights activist
http://www.wikidata.org/entity/Q431975,Murasaki Yamada,writer
http://www.wikidata.org/entity/Q431975,Murasaki Yamada,poet
http://www.wikidata.org/entity/Q431975,Murasaki Yamada,mangaka
http://www.wikidata.org/entity/Q431975,Murasaki Yamada,women's rights activist
http://www.wikidata.org/entity/Q435866,Marleen Gorris,screenwriter
http://www.wikidata.org/entity/Q435866,Marleen Gorris,film director
http://www.wikidata.org/entity/Q435866,Marleen Gorris,director
http://www.wikidata.org/entity/Q435866,Marleen Gorris,women's rights activist
http://www.wikidata.org/entity/Q112117587,Clara Rosa Gagliardone Rivarola,lawyer
http://www.wikidata.org/entity/Q112117587,Clara Rosa Gagliardone Rivarola,human rights activist
http://www.wikidata.org/entity/Q112117587,Clara Rosa Gagliardone Rivarola,women's rights activist
http://www.wikidata.org/entity/Q4894592,Sheila Jeffreys,writer
http://www.wikidata.org/entity/Q4894592,Sheila Jeffreys,university teacher
http://www.wikidata.org/entity/Q4894592,Sheila Jeffreys,women's rights activist
http://www.wikidata.org/entity/Q3311648,Michèle Le Dœuff,writer
http://www.wikidata.org/entity/Q3311648,Michèle Le Dœuff,playwright
http://www.wikidata.org/entity/Q104530956,Vesna Kesić,documentary filmmaker
http://www.wikidata.org/entity/Q104530956,Vesna Kesić,journalist
http://www.wikidata.org/entity/Q104530956,Vesna Kesić,sociologist
http://www.wikidata.org/entity/Q104530956,Vesna Kesić,women's rights activist
http://www.wikidata.org/entity/Q15558005,Irene Natividad,women's rights activist
http://www.wikidata.org/entity/Q41702196,Veronika Minder,screenwriter
http://www.wikidata.org/entity/Q41702196,Veronika Minder,art historian
http://www.wikidata.org/entity/Q41702196,Veronika Minder,film director
http://www.wikidata.org/entity/Q41702196,Veronika Minder,women's rights activist
http://www.wikidata.org/entity/Q42298565,Nadja Ringart,sociologist
http://www.wikidata.org/entity/Q42298565,Nadja Ringart,film director
http://www.wikidata.org/entity/Q42298565,Nadja Ringart,women's rights activist
http://www.wikidata.org/entity/Q16926160,Gail Levin,photographer
http://www.wikidata.org/entity/Q16926160,Gail Levin,historian
http://www.wikidata.org/entity/Q16926160,Gail Levin,artist
http://www.wikidata.org/entity/Q16926160,Gail Levin,curator
http://www.wikidata.org/entity/Q16926160,Gail Levin,exhibition curator
http://www.wikidata.org/entity/Q16926160,Gail Levin,art historian
http://www.wikidata.org/entity/Q16926160,Gail Levin,academic
http://www.wikidata.org/entity/Q16926160,Gail Levin,essayist
http://www.wikidata.org/entity/Q16926160,Gail Levin,art theorist
http://www.wikidata.org/entity/Q16926160,Gail Levin,women's rights activist
http://www.wikidata.org/entity/Q16941635,Carmiña Navia Velasco,writer
http://www.wikidata.org/entity/Q16941635,Carmiña Navia Velasco,poet
http://www.wikidata.org/entity/Q16941635,Carmiña Navia Velasco,theologian
http://www.wikidata.org/entity/Q16941635,Carmiña Navia Velasco,women's rights activist
http://www.wikidata.org/entity/Q17420750,Annemarie Goedmakers,politician
http://www.wikidata.org/entity/Q17420750,Annemarie Goedmakers,women's rights activist
http://www.wikidata.org/entity/Q11997096,Randi Reese,politician
http://www.wikidata.org/entity/Q11997096,Randi Reese,Bachelor of Social Work
http://www.wikidata.org/entity/Q11997096,Randi Reese,Norwegian public servant
http://www.wikidata.org/entity/Q11997096,Randi Reese,trade unionist
http://www.wikidata.org/entity/Q11997096,Randi Reese,women's rights activist
http://www.wikidata.org/entity/Q18608234,Hilligje Kok-Bisschop,activist
http://www.wikidata.org/entity/Q18608234,Hilligje Kok-Bisschop,women's rights activist
http://www.wikidata.org/entity/Q59056612,Marie-Françoise Gonin,politician
http://www.wikidata.org/entity/Q59056612,Marie-Françoise Gonin,pensioner
http://www.wikidata.org/entity/Q59056612,Marie-Françoise Gonin,women's rights activist
http://www.wikidata.org/entity/Q108444133,Mahbouba Seraj,journalist
http://www.wikidata.org/entity/Q108444133,Mahbouba Seraj,women's rights activist
http://www.wikidata.org/entity/Q106824655,Bonnie Jeanne Tinker,LGBTQI+ rights activist
http://www.wikidata.org/entity/Q106824655,Bonnie Jeanne Tinker,women's rights activist
http://www.wikidata.org/entity/Q26251226,Aisha Al-Mana,hospital administrator
http://www.wikidata.org/entity/Q26251226,Aisha Al-Mana,academic
http://www.wikidata.org/entity/Q26251226,Aisha Al-Mana,philanthropist
http://www.wikidata.org/entity/Q26251226,Aisha Al-Mana,women's rights activist
http://www.wikidata.org/entity/Q23006340,Selma Sevenhuijsen,university teacher
http://www.wikidata.org/entity/Q23006340,Selma Sevenhuijsen,women's rights activist
http://www.wikidata.org/entity/Q7160717,Peggy Phelan,university teacher
http://www.wikidata.org/entity/Q7160717,Peggy Phelan,academic
http://www.wikidata.org/entity/Q7160717,Peggy Phelan,literary scholar
http://www.wikidata.org/entity/Q7160717,Peggy Phelan,women's rights activist
http://www.wikidata.org/entity/Q543381,Iris Marion Young,political scientist
http://www.wikidata.org/entity/Q543381,Iris Marion Young,university teacher
http://www.wikidata.org/entity/Q543381,Iris Marion Young,philosopher
http://www.wikidata.org/entity/Q543381,Iris Marion Young,women's rights activist
http://www.wikidata.org/entity/Q444593,Gayle Rubin,writer
http://www.wikidata.org/entity/Q444593,Gayle Rubin,university teacher
http://www.wikidata.org/entity/Q444593,Gayle Rubin,anthropologist
http://www.wikidata.org/entity/Q444593,Gayle Rubin,essayist
http://www.wikidata.org/entity/Q444593,Gayle Rubin,LGBTQI+ rights activist
http://www.wikidata.org/entity/Q444593,Gayle Rubin,women's rights activist
http://www.wikidata.org/entity/Q3146736,Jolande Withuis,sociologist
http://www.wikidata.org/entity/Q3146736,Jolande Withuis,women's rights activist
http://www.wikidata.org/entity/Q2405299,Paveena Hongsakul,politician
http://www.wikidata.org/entity/Q2405299,Paveena Hongsakul,women's rights activist
http://www.wikidata.org/entity/Q2452866,Bernadette Cozart,botanist
http://www.wikidata.org/entity/Q2452866,Bernadette Cozart,horticulturist
http://www.wikidata.org/entity/Q2452866,Bernadette Cozart,women's rights activist
http://www.wikidata.org/entity/Q62913603,Claudette van Trikt,mathematician
http://www.wikidata.org/entity/Q62913603,Claudette van Trikt,sociologist
http://www.wikidata.org/entity/Q62913603,Claudette van Trikt,women's rights activist
http://www.wikidata.org/entity/Q275012,Dorothy Allison,writer
http://www.wikidata.org/entity/Q275012,Dorothy Allison,poet
http://www.wikidata.org/entity/Q275012,Dorothy Allison,novelist
http://www.wikidata.org/entity/Q275012,Dorothy Allison,women's rights activist
http://www.wikidata.org/entity/Q2637972,Selma Leydesdorff,historian
http://www.wikidata.org/entity/Q2637972,Selma Leydesdorff,university teacher
http://www.wikidata.org/entity/Q2637972,Selma Leydesdorff,women's rights activist
http://www.wikidata.org/entity/Q2243083,Maviye Karaman Ince,women's rights activist
http://www.wikidata.org/entity/Q3045518,Déwé Gorodey,writer
http://www.wikidata.org/entity/Q3045518,Déwé Gorodey,poet
http://www.wikidata.org/entity/Q3045518,Déwé Gorodey,politician
http://www.wikidata.org/entity/Q3045518,Déwé Gorodey,playwright
http://www.wikidata.org/entity/Q3045518,Déwé Gorodey,women's rights activist
http://www.wikidata.org/entity/Q109753092,Maria Rosario Arrizabalaga,activist
http://www.wikidata.org/entity/Q109753092,Maria Rosario Arrizabalaga,women's rights activist
http://www.wikidata.org/entity/Q87188713,Deborah Carlos Valencia,community organizer
http://www.wikidata.org/entity/Q87188713,Deborah Carlos Valencia,women's rights activist
http://www.wikidata.org/entity/Q87409466,Hana Havelková,university teacher
http://www.wikidata.org/entity/Q87409466,Hana Havelková,sociologist
http://www.wikidata.org/entity/Q87409466,Hana Havelková,philosopher
http://www.wikidata.org/entity/Q87409466,Hana Havelková,women's rights activist
http://www.wikidata.org/entity/Q407,Linda Lovelace,pornographic actor
http://www.wikidata.org/entity/Q407,Linda Lovelace,film actor
http://www.wikidata.org/entity/Q407,Linda Lovelace,prostitute
http://www.wikidata.org/entity/Q407,Linda Lovelace,autobiographer
http://www.wikidata.org/entity/Q407,Linda Lovelace,women's rights activist
http://www.wikidata.org/entity/Q112704742,Paca Blanco,environmentalist
http://www.wikidata.org/entity/Q112704742,Paca Blanco,women's rights activist
http://www.wikidata.org/entity/Q112914467,Montserrat Cervera Rodon,historian
http://www.wikidata.org/entity/Q112914467,Montserrat Cervera Rodon,peace activist
http://www.wikidata.org/entity/Q112914467,Montserrat Cervera Rodon,women's rights activist
http://www.wikidata.org/entity/Q72973422,Helena Lopes da Silva,politician
http://www.wikidata.org/entity/Q72973422,Helena Lopes da Silva,surgeon
http://www.wikidata.org/entity/Q72973422,Helena Lopes da Silva,human rights activist
http://www.wikidata.org/entity/Q72973422,Helena Lopes da Silva,women's rights activist
http://www.wikidata.org/entity/Q91776235,Altamira Gonzalo,lawyer
http://www.wikidata.org/entity/Q91776235,Altamira Gonzalo,jurist
http://www.wikidata.org/entity/Q91776235,Altamira Gonzalo,women's rights activist
http://www.wikidata.org/entity/Q97931376,Ana Carcedo,university teacher
http://www.wikidata.org/entity/Q97931376,Ana Carcedo,women's rights activist
http://www.wikidata.org/entity/Q12960793,Žarana Papić,university teacher
http://www.wikidata.org/entity/Q12960793,Žarana Papić,sociologist
http://www.wikidata.org/entity/Q12960793,Žarana Papić,anthropologist
http://www.wikidata.org/entity/Q12960793,Žarana Papić,women's rights activist
http://www.wikidata.org/entity/Q12960793,Žarana Papić,feminist
http://www.wikidata.org/entity/Q16729708,Hawa Aden Mohamed,teacher
http://www.wikidata.org/entity/Q16729708,Hawa Aden Mohamed,women's rights activist
http://www.wikidata.org/entity/Q60691271,Mahide Lein,LGBTQI+ rights activist
http://www.wikidata.org/entity/Q60691271,Mahide Lein,women's rights activist
http://www.wikidata.org/entity/Q107333457,Marlen Chow,sociologist
http://www.wikidata.org/entity/Q107333457,Marlen Chow,women's rights activist
http://www.wikidata.org/entity/Q105942075,Syarifah Sabaroedin,women's rights activist
http://www.wikidata.org/entity/Q26014616,Maaike Meijer,university teacher
http://www.wikidata.org/entity/Q26014616,Maaike Meijer,Dutch language specialist
http://www.wikidata.org/entity/Q26014616,Maaike Meijer,women's rights activist
http://www.wikidata.org/entity/Q23005618,Martine Chaponnière,historian
http://www.wikidata.org/entity/Q23005618,Martine Chaponnière,women's rights activist
http://www.wikidata.org/entity/Q24577468,Sharon Barker,educator
http://www.wikidata.org/entity/Q24577468,Sharon Barker,women's rights activist
http://www.wikidata.org/entity/Q459562,Asma Barlas,university teacher
http://www.wikidata.org/entity/Q459562,Asma Barlas,journalist
http://www.wikidata.org/entity/Q459562,Asma Barlas,women's rights activist
http://www.wikidata.org/entity/Q258462,Eve Kosofsky Sedgwick,writer
http://www.wikidata.org/entity/Q258462,Eve Kosofsky Sedgwick,poet
http://www.wikidata.org/entity/Q258462,Eve Kosofsky Sedgwick,journalist
http://www.wikidata.org/entity/Q258462,Eve Kosofsky Sedgwick,literary critic
http://www.wikidata.org/entity/Q258462,Eve Kosofsky Sedgwick,women's rights activist
http://www.wikidata.org/entity/Q260996,Izabela Jaruga-Nowacka,politician
http://www.wikidata.org/entity/Q260996,Izabela Jaruga-Nowacka,women's rights activist
http://www.wikidata.org/entity/Q62913607,Mieke Verloo,political scientist
http://www.wikidata.org/entity/Q62913607,Mieke Verloo,women's rights activist
http://www.wikidata.org/entity/Q62913628,Anneke Ribberink,writer
http://www.wikidata.org/entity/Q62913628,Anneke Ribberink,women's rights activist
http://www.wikidata.org/entity/Q62913628,Anneke Ribberink,political historian
http://www.wikidata.org/entity/Q64019736,Saida Garrach,lawyer
http://www.wikidata.org/entity/Q64019736,Saida Garrach,politician
http://www.wikidata.org/entity/Q64019736,Saida Garrach,women's rights activist
http://www.wikidata.org/entity/Q87346612,Berit Rusten,actor
http://www.wikidata.org/entity/Q87346612,Berit Rusten,author
http://www.wikidata.org/entity/Q87346612,Berit Rusten,performing artist
http://www.wikidata.org/entity/Q87346612,Berit Rusten,political activist
http://www.wikidata.org/entity/Q87346612,Berit Rusten,women's rights activist
http://www.wikidata.org/entity/Q5271393,Diane Atkinson,historian
http://www.wikidata.org/entity/Q5271393,Diane Atkinson,biographer
http://www.wikidata.org/entity/Q5271393,Diane Atkinson,women's rights activist
http://www.wikidata.org/entity/Q27819816,Awa Thiam,writer
http://www.wikidata.org/entity/Q27819816,Awa Thiam,politician
http://www.wikidata.org/entity/Q27819816,Awa Thiam,anthropologist
http://www.wikidata.org/entity/Q27819816,Awa Thiam,women's rights activist
http://www.wikidata.org/entity/Q66626452,Aisha Musa el-Said,writer
http://www.wikidata.org/entity/Q66626452,Aisha Musa el-Said,politician
http://www.wikidata.org/entity/Q66626452,Aisha Musa el-Said,translator
http://www.wikidata.org/entity/Q66626452,Aisha Musa el-Said,academic
http://www.wikidata.org/entity/Q66626452,Aisha Musa el-Said,women's rights activist
http://www.wikidata.org/entity/Q71330356,Yasaman Aryani,women's rights activist
http://www.wikidata.org/entity/Q117288863,Felicia Barrientos,environmentalist
http://www.wikidata.org/entity/Q117288863,Felicia Barrientos,women's rights activist
http://www.wikidata.org/entity/Q125019482,Manuela Tavares,researcher
http://www.wikidata.org/entity/Q125019482,Manuela Tavares,women's rights activist
http://www.wikidata.org/entity/Q7367018,Rosa Bonaparte,politician
http://www.wikidata.org/entity/Q7367018,Rosa Bonaparte,women's rights activist
http://www.wikidata.org/entity/Q78940041,Georgina Fletcher,writer
http://www.wikidata.org/entity/Q78940041,Georgina Fletcher,educator
http://www.wikidata.org/entity/Q78940041,Georgina Fletcher,suffragist
http://www.wikidata.org/entity/Q78940041,Georgina Fletcher,women's rights activist
http://www.wikidata.org/entity/Q5368974,Eman al-Nafjan,writer
http://www.wikidata.org/entity/Q5368974,Eman al-Nafjan,human rights activist
http://www.wikidata.org/entity/Q5368974,Eman al-Nafjan,journalist
http://www.wikidata.org/entity/Q5368974,Eman al-Nafjan,blogger
http://www.wikidata.org/entity/Q5368974,Eman al-Nafjan,activist
http://www.wikidata.org/entity/Q5368974,Eman al-Nafjan,women's rights activist
http://www.wikidata.org/entity/Q99654421,Fabienne Lauret,librarian
http://www.wikidata.org/entity/Q99654421,Fabienne Lauret,laborer
http://www.wikidata.org/entity/Q99654421,Fabienne Lauret,women's rights activist
http://www.wikidata.org/entity/Q99654421,Fabienne Lauret,syndicalist
http://www.wikidata.org/entity/Q6303259,Judith Andre,academic
http://www.wikidata.org/entity/Q6303259,Judith Andre,philosopher
http://www.wikidata.org/entity/Q6303259,Judith Andre,ethicist
http://www.wikidata.org/entity/Q6303259,Judith Andre,women's rights activist
http://www.wikidata.org/entity/Q53025434,Yosra Frawes,lawyer
http://www.wikidata.org/entity/Q53025434,Yosra Frawes,activist
http://www.wikidata.org/entity/Q53025434,Yosra Frawes,women's rights activist
http://www.wikidata.org/entity/Q53871273,Aziza al-Yousef,dissident
http://www.wikidata.org/entity/Q53871273,Aziza al-Yousef,university teacher
http://www.wikidata.org/entity/Q53871273,Aziza al-Yousef,activist
http://www.wikidata.org/entity/Q53871273,Aziza al-Yousef,women's rights activist
http://www.wikidata.org/entity/Q54875178,Khadija Cherif,sociologist
http://www.wikidata.org/entity/Q54875178,Khadija Cherif,women's rights activist
http://www.wikidata.org/entity/Q55403779,Begoña Zabala,writer
http://www.wikidata.org/entity/Q15526350,Jenny Goldschmidt,jurist
http://www.wikidata.org/entity/Q15526350,Jenny Goldschmidt,university teacher
http://www.wikidata.org/entity/Q15526350,Jenny Goldschmidt,women's rights activist
http://www.wikidata.org/entity/Q16731647,Louise Antony,academic
http://www.wikidata.org/entity/Q16731647,Louise Antony,philosopher
http://www.wikidata.org/entity/Q16731647,Louise Antony,women's rights activist
http://www.wikidata.org/entity/Q6745294,Mama Koite Doumbia,politician
http://www.wikidata.org/entity/Q6745294,Mama Koite Doumbia,human rights activist
http://www.wikidata.org/entity/Q6745294,Mama Koite Doumbia,university teacher
http://www.wikidata.org/entity/Q6745294,Mama Koite Doumbia,women's rights activist
http://www.wikidata.org/entity/Q42666485,Andrea R Canaan,writer
http://www.wikidata.org/entity/Q42666485,Andrea R Canaan,women's rights activist
http://www.wikidata.org/entity/Q36841879,Pilar Tàvora,screenwriter
http://www.wikidata.org/entity/Q36841879,Pilar Tàvora,businessperson
http://www.wikidata.org/entity/Q36841879,Pilar Tàvora,human rights activist
http://www.wikidata.org/entity/Q36841879,Pilar Tàvora,film director
http://www.wikidata.org/entity/Q36841879,Pilar Tàvora,manufacturer
http://www.wikidata.org/entity/Q36841879,Pilar Tàvora,women's rights activist
http://www.wikidata.org/entity/Q16981620,Anita Superson,academic
http://www.wikidata.org/entity/Q16981620,Anita Superson,philosopher
http://www.wikidata.org/entity/Q16981620,Anita Superson,ethicist
http://www.wikidata.org/entity/Q16981620,Anita Superson,essayist
http://www.wikidata.org/entity/Q16981620,Anita Superson,women's rights activist
http://www.wikidata.org/entity/Q16148442,Ann Cudd,academic
http://www.wikidata.org/entity/Q16148442,Ann Cudd,philosopher
http://www.wikidata.org/entity/Q16148442,Ann Cudd,essayist
http://www.wikidata.org/entity/Q16148442,Ann Cudd,women's rights activist
http://www.wikidata.org/entity/Q105529498,Merilyn Tahi,women's rights activist
http://www.wikidata.org/entity/Q55403779,Begoña Zabala,lawyer
http://www.wikidata.org/entity/Q55403779,Begoña Zabala,women's rights activist
http://www.wikidata.org/entity/Q55810473,Amie Bojang Sissoho,politician
http://www.wikidata.org/entity/Q55810473,Amie Bojang Sissoho,women's rights activist
http://www.wikidata.org/entity/Q108909170,Anne Dickson-Waiko,academic
http://www.wikidata.org/entity/Q108909170,Anne Dickson-Waiko,women's rights activist
http://www.wikidata.org/entity/Q50824418,Line Bareiro,lawyer
http://www.wikidata.org/entity/Q50824418,Line Bareiro,political scientist
http://www.wikidata.org/entity/Q50824418,Line Bareiro,human rights activist
http://www.wikidata.org/entity/Q50824418,Line Bareiro,researcher
http://www.wikidata.org/entity/Q50824418,Line Bareiro,academic
http://www.wikidata.org/entity/Q50824418,Line Bareiro,activist
http://www.wikidata.org/entity/Q50824418,Line Bareiro,women's rights activist
http://www.wikidata.org/entity/Q107368575,Ilona Lagrene,writer
http://www.wikidata.org/entity/Q107368575,Ilona Lagrene,civil rights advocate
http://www.wikidata.org/entity/Q107368575,Ilona Lagrene,women's rights activist
http://www.wikidata.org/entity/Q106205621,Leila Hessini,women's rights activist
http://www.wikidata.org/entity/Q21821392,Gina Athena Ulysse,writer
http://www.wikidata.org/entity/Q21821392,Gina Athena Ulysse,teacher
http://www.wikidata.org/entity/Q21821392,Gina Athena Ulysse,poet
http://www.wikidata.org/entity/Q21821392,Gina Athena Ulysse,anthropologist
http://www.wikidata.org/entity/Q21821392,Gina Athena Ulysse,activist
