"fk_personne","personne","gender","zone_geo","annee_naissance","domaines","eff"
http://www.wikidata.org/entity/Q53568402,Andrea Marra,LGBTQ,Amérique du nord,1985,acti_droits_LGBT,1
http://www.wikidata.org/entity/Q5352350,El Wali Amidane,M,Afrique,1986,acti_droits_humains,1
http://www.wikidata.org/entity/Q532124,Ian Martin,M,Europe,1946,acti_droits_humains,1
http://www.wikidata.org/entity/Q5298655,Dorothy Thomas,F,Amérique du nord,1960,acti_droits_humains,1
http://www.wikidata.org/entity/Q5298592,Dorothy Pitman Hughes,F,Amérique du nord,1938,acti_droits_femmes,1
http://www.wikidata.org/entity/Q529062,Herbert Anaya,M,Amérique du sud,1954,acti_droits_humains,1
http://www.wikidata.org/entity/Q528685,Shamima Shaikh,F,Afrique,1960,acti_droits_femmes,1
http://www.wikidata.org/entity/Q52768071,Delia Barriga,F,Amérique du sud,1960,acti_droits_humains,1
http://www.wikidata.org/entity/Q52721157,Maryam Akbari Monfared,F,Asie ,1975,acti_droits_humains,1
http://www.wikidata.org/entity/Q5271535,Diane Nash,F,Amérique du nord,1938,acti_droits_humains,1
http://www.wikidata.org/entity/Q5271127,Diana Collins,F,Europe,1917,acti_droits_humains,1
http://www.wikidata.org/entity/Q52680498,Helena Gleesborg Hansen,F,Europe,1986,acti_droits_femmes,1
http://www.wikidata.org/entity/Q5264532,Desislava Petrova,F,Europe,1980,acti_droits_LGBT,1
http://www.wikidata.org/entity/Q52614353,Gloria Frankel,F,Amérique du nord,1940,acti_droits_LGBT,1
http://www.wikidata.org/entity/Q5254964,Delwin Vriend,M,Amérique du nord,1966,acti_droits_LGBT,1
http://www.wikidata.org/entity/Q5241932,Davis Mac-Iyalla,M,Afrique,1972,acti_droits_LGBT,1
http://www.wikidata.org/entity/Q5234719,David Hardingham,M,Europe,1965,acti_droits_humains,1
http://www.wikidata.org/entity/Q52226153,Adèle Hauwel,F,Europe,1920,acti_droits_femmes,1
http://www.wikidata.org/entity/Q519453,Frank Mugisha,M,Afrique,1979,acti_droits_LGBT,1
http://www.wikidata.org/entity/Q5186340,Cristina E. Martinez,F,Amérique du nord,1961,acti_droits_LGBT,1
http://www.wikidata.org/entity/Q51685655,Violeta Zúñiga,F,Amérique du sud,1933,acti_droits_humains,1
http://www.wikidata.org/entity/Q5160362,Cong Thanh Do,M,Amérique du nord,1959,acti_droits_humains,1
http://www.wikidata.org/entity/Q51395828,Carl Christian Olsen,M,Amérique du nord,1943,acti_droits_humains,1
http://www.wikidata.org/entity/Q5128741,Claude Brunet,M,Amérique du nord,1940,acti_droits_humains,1
http://www.wikidata.org/entity/Q5126019,Clara Luper,F,Amérique du nord,1923,acti_droits_humains,1
http://www.wikidata.org/entity/Q5120481,Cindy Blackstock,F,Amérique du nord,1964,acti_droits_humains,1
http://www.wikidata.org/entity/Q5105831,Chris Bartlett,M,Amérique du nord,1966,acti_droits_LGBT,1
http://www.wikidata.org/entity/Q5101537,Chip Pitts,M,Amérique du nord,1960,acti_droits_humains,1
http://www.wikidata.org/entity/Q5091218,Cheng Jianping,F,Asie ,1964,acti_droits_humains,1
http://www.wikidata.org/entity/Q5086428,Charmaine White Face,F,Amérique du nord,1947,acti_droits_humains,1
http://www.wikidata.org/entity/Q5086402,Charm Tong,F,Asie ,1981,acti_droits_humains,1
http://www.wikidata.org/entity/Q50821912,Trudi Kocher,F,Europe,1902,acti_droits_humains,1
http://www.wikidata.org/entity/Q50804649,Mira Kakossaios,F,Europe,1917,acti_droits_humains,1
http://www.wikidata.org/entity/Q5079773,Charles Kernaghan,M,Amérique du nord,1948,acti_droits_humains,1
http://www.wikidata.org/entity/Q5078885,Charles Hector,M,Asie ,1961,acti_droits_humains,1
http://www.wikidata.org/entity/Q50697172,Marie Robertson,F,Amérique du nord,1952,acti_droits_LGBT,1
http://www.wikidata.org/entity/Q5057138,Cedric Prakash,M,Asie ,1951,acti_droits_humains,1
http://www.wikidata.org/entity/Q5052921,Catherine Shipe East,F,Amérique du nord,1916,acti_droits_femmes,1
http://www.wikidata.org/entity/Q5043602,Carmen Trotta,M,Amérique du nord,1963,acti_droits_humains,1
http://www.wikidata.org/entity/Q5043568,Carmen Rupe,LGBTQ,Océanie,1936,acti_droits_LGBT,1
http://www.wikidata.org/entity/Q5042250,Carlos Kaiser,M,Amérique du sud,1974,acti_droits_humains,1
http://www.wikidata.org/entity/Q50383316,Irene Milleiro,F,Europe,1976,acti_droits_humains,1
http://www.wikidata.org/entity/Q50380380,Aicha Bellagha,F,Afrique,1916,acti_droits_femmes,1
http://www.wikidata.org/entity/Q50380368,Fouzia Assouli,F,Afrique,1958,acti_droits_femmes,1
http://www.wikidata.org/entity/Q50379724,Liliana Ortega,F,Amérique du sud,1965,acti_droits_humains,1
http://www.wikidata.org/entity/Q50379641,Mayerlis Angarita,F,Amérique du sud,1950,acti_droits_humains,1
http://www.wikidata.org/entity/Q50379239,Wanjeri Nderu,F,Afrique,1980,acti_droits_humains,1
http://www.wikidata.org/entity/Q50379223,Shackelia Jackson,F,Amérique du sud,1982,acti_droits_humains,1
http://www.wikidata.org/entity/Q5034357,Caoimhe Butterly,F,Europe,1978,acti_droits_humains,1
http://www.wikidata.org/entity/Q4980014,Astrid Stampe Feddersen,F,Europe,1852,acti_droits_femmes,1
http://www.wikidata.org/entity/Q4967767,Sara Mohammad,F,Europe,1967,acti_droits_humains,1
http://www.wikidata.org/entity/Q4964291,Line Luplau,F,Europe,1823,acti_droits_femmes,1
http://www.wikidata.org/entity/Q4964151,Brian J. Dooley,M,Europe,1963,acti_droits_humains,1
http://www.wikidata.org/entity/Q4955457,Brahim Dahane,M,Asie ,1965,acti_droits_humains,1
http://www.wikidata.org/entity/Q4949121,Eva Fröberg,F,Europe,1871,acti_droits_femmes,1
http://www.wikidata.org/entity/Q4935550,Ellen Anckarsvärd,F,Europe,1833,acti_droits_femmes,1
http://www.wikidata.org/entity/Q4933052,Bob Kohler,M,Amérique du nord,1926,acti_droits_LGBT,1
http://www.wikidata.org/entity/Q4910860,Bill Shipsey,M,Europe,1958,acti_droits_humains,1
http://www.wikidata.org/entity/Q4908013,Bill Baird,M,Amérique du nord,1930,acti_droits_humains,1
http://www.wikidata.org/entity/Q4901485,Bhausaheb Ubale,M,Amérique du nord,1936,acti_droits_humains,1
http://www.wikidata.org/entity/Q4900394,Bezwada Wilson,M,Asie ,1966,acti_droits_humains,1
http://www.wikidata.org/entity/Q4894305,Bernice Sandler,F,Amérique du nord,1928,acti_droits_femmes,1
http://www.wikidata.org/entity/Q4893356,Bernard Lee,M,Amérique du nord,1935,acti_droits_humains,1
http://www.wikidata.org/entity/Q4893345,Bernard Lafayette,M,Amérique du nord,1940,acti_droits_humains,1
http://www.wikidata.org/entity/Q4891268,Berenice Celeyta,F,Amérique du sud,1950,acti_droits_humains,1
http://www.wikidata.org/entity/Q48842806,Annette Aschoff,F,Europe,1947,acti_droits_humains,1
http://www.wikidata.org/entity/Q4881000,Behrouz Javid-Tehrani,M,Asie ,1978,acti_droits_humains,1
http://www.wikidata.org/entity/Q4880616,Begum Anwar Ahmed,F,Asie ,1908,acti_droits_femmes,1
http://www.wikidata.org/entity/Q4859297,Barbara Shollar,F,Amérique du nord,1901,acti_droits_LGBT,1
http://www.wikidata.org/entity/Q48471567,David Fair,M,Amérique du nord,1952,acti_droits_LGBT,1
http://www.wikidata.org/entity/Q4822054,Aura Elena Farfán,F,Amérique du sud,1940,acti_droits_humains,1
http://www.wikidata.org/entity/Q48037985,Manzoor Pashteen,M,Asie ,1994,acti_droits_humains,1
http://www.wikidata.org/entity/Q4802687,Aryeh Neier,M,Amérique du nord,1937,acti_droits_humains,1
http://www.wikidata.org/entity/Q4801784,Arturo Pérez de Alejo Rodríguez,M,Amérique du sud,1951,acti_droits_humains,1
http://www.wikidata.org/entity/Q47919274,Roser Rosés,F,Europe,1926,acti_droits_humains,1
http://www.wikidata.org/entity/Q4776603,Antonio Fernandez Saenz,M,Amérique du sud,1947,acti_droits_humains,1
http://www.wikidata.org/entity/Q4768158,Anne Bayefsky,F,Amérique du nord,1953,acti_droits_humains,1
http://www.wikidata.org/entity/Q4765731,Anjali Gopalan,F,Asie ,1957,acti_droits_LGBT,1
http://www.wikidata.org/entity/Q4763315,Angkhana Neelaphaijit,F,Asie ,1956,acti_droits_humains,1
http://www.wikidata.org/entity/Q4762229,Angel Moya Acosta,M,Amérique du sud,1964,acti_droits_humains,1
http://www.wikidata.org/entity/Q4751769,Anas Al-Sheghri,M,Asie ,1988,acti_droits_humains,1
http://www.wikidata.org/entity/Q47508721,Temístocles Machado,M,Amérique du sud,1958,acti_droits_humains,1
http://www.wikidata.org/entity/Q47489748,Kerstin Söderblom,F,Europe,1963,acti_droits_LGBT,1
http://www.wikidata.org/entity/Q4726317,Alicia Zubasnabar de De la Cuadra,F,Amérique du sud,1915,acti_droits_humains,1
http://www.wikidata.org/entity/Q4724867,Ali Hogg,F,Océanie,1980,acti_droits_LGBT,1
http://www.wikidata.org/entity/Q47037281,Joan Bielski,F,Océanie,1923,acti_droits_femmes,1
http://www.wikidata.org/entity/Q469863,Irene Fernandez,F,Asie ,1946,acti_droits_humains,1
http://www.wikidata.org/entity/Q46919107,Juliana Dogbadzi,F,Afrique,1950,acti_droits_humains,1
http://www.wikidata.org/entity/Q467595,Sonia Pierre,F,Amérique du sud,1963,acti_droits_humains,1
http://www.wikidata.org/entity/Q4665984,Abdullah Demirbaş,M,Asie ,1966,acti_droits_humains,1
http://www.wikidata.org/entity/Q4663731,Abbas Aroua,M,Afrique,1962,acti_droits_humains,1
http://www.wikidata.org/entity/Q4662358,Aaron Rhodes,M,Amérique du nord,1949,acti_droits_humains,1
http://www.wikidata.org/entity/Q4662335,Aaron Pike,M,Amérique du nord,1981,acti_droits_LGBT,1
http://www.wikidata.org/entity/Q4661195,Aage Borchgrevink,M,Europe,1969,acti_droits_humains,1
http://www.wikidata.org/entity/Q46551315,Amélie Humbert-Droz,F,Europe,1851,acti_droits_femmes,1
http://www.wikidata.org/entity/Q4648092,A. Latham Staples,M,Amérique du nord,1977,acti_droits_humains,1
http://www.wikidata.org/entity/Q459706,Marguerite Barankitse,F,Afrique,1957,acti_droits_humains,1
http://www.wikidata.org/entity/Q45843013,Habiba Menchari,F,Afrique,1907,acti_droits_femmes,1
http://www.wikidata.org/entity/Q45688986,Zhang Hanying,M,Asie ,1872,acti_droits_femmes,1
http://www.wikidata.org/entity/Q455419,Zarema Sadulayeva,F,Europe,1974,acti_droits_humains,1
http://www.wikidata.org/entity/Q452736,Nataša Kandić,F,Europe,1946,acti_droits_humains,1
http://www.wikidata.org/entity/Q4507995,Engin Çeber,M,Asie ,1979,acti_droits_humains,1
http://www.wikidata.org/entity/Q4491960,Matt Foreman,M,Amérique du nord,1950,acti_droits_LGBT,1
http://www.wikidata.org/entity/Q4482484,Monica Felton,F,Europe,1906,acti_droits_femmes,1
http://www.wikidata.org/entity/Q44742097,Isabelle Darbellay Métrailler,F,Europe,1968,acti_droits_femmes,1
http://www.wikidata.org/entity/Q4470001,Carl Wilkens,M,Amérique du nord,1958,acti_droits_humains,1
http://www.wikidata.org/entity/Q4456057,Leonard Ternovsky,M,Europe,1933,acti_droits_humains,1
http://www.wikidata.org/entity/Q4442527,Tatyana Stetsura,F,Europe,1984,acti_droits_humains,1
http://www.wikidata.org/entity/Q443621,Viola Liuzzo,F,Amérique du nord,1925,acti_droits_humains,1
http://www.wikidata.org/entity/Q4423323,Vladimir Slepak,M,Europe,1927,acti_droits_humains,1
http://www.wikidata.org/entity/Q440892,Kathryn Bolkovac,F,Amérique du nord,1960,acti_droits_humains,1
http://www.wikidata.org/entity/Q4407787,Yelena Sannikova,F,Europe,1959,acti_droits_humains,1
http://www.wikidata.org/entity/Q44058506,Andriy Osipov,M,Europe,1977,acti_droits_humains,1
http://www.wikidata.org/entity/Q439435,Shin Suk-ja,F,Asie ,1942,acti_droits_humains,1
http://www.wikidata.org/entity/Q4386724,Itzhak Rabinovich,M,Europe,1887,acti_droits_humains,1
http://www.wikidata.org/entity/Q4383647,Mariya Pulman,F,Asie ,1937,acti_droits_humains,1
http://www.wikidata.org/entity/Q436667,Molly Yard,F,Amérique du nord,1912,acti_droits_femmes,1
http://www.wikidata.org/entity/Q4353862,Jyri Jaakkola,M,Europe,1977,acti_droits_humains,1
http://www.wikidata.org/entity/Q4346118,Martin Ennals,M,Europe,1927,acti_droits_humains,1
http://www.wikidata.org/entity/Q433806,Mildred Loving,F,Amérique du nord,1939,acti_droits_humains,1
http://www.wikidata.org/entity/Q43379824,Salimata Lam,F,Afrique,1950,acti_droits_humains,1
http://www.wikidata.org/entity/Q43373957,Valeria Betancourt,F,Amérique du sud,1970,acti_droits_humains,1
http://www.wikidata.org/entity/Q43265636,Hillegonda Justine Axwijk,F,Europe,1934,acti_droits_humains,1
http://www.wikidata.org/entity/Q43263734,Elsa Diepenbrock,F,Europe,1868,acti_droits_femmes,1
http://www.wikidata.org/entity/Q43237208,Rafaela Pastor,F,Europe,1959,acti_droits_femmes,1
http://www.wikidata.org/entity/Q4312389,Adel Naidenovich,F,Europe,1933,acti_droits_humains,1
http://www.wikidata.org/entity/Q42952402,Solange Lwashiga Furaha,F,Afrique,1969,acti_droits_femmes,1
http://www.wikidata.org/entity/Q42950779,Cecilia Nembou,F,Océanie,1953,acti_droits_femmes,1
http://www.wikidata.org/entity/Q42904555,Marta Alconada,F,Amérique du sud,1930,acti_droits_humains,1
http://www.wikidata.org/entity/Q42902882,Hilda Tadria,F,Afrique,1945,acti_droits_femmes,1
http://www.wikidata.org/entity/Q42677353,Lola Lange,F,Amérique du nord,1922,acti_droits_femmes,1
http://www.wikidata.org/entity/Q4245117,Svetlana Kuznetsova,F,Europe,1963,acti_droits_humains,1
http://www.wikidata.org/entity/Q4240534,Nelli Krechetova,F,Europe,1949,acti_droits_humains,1
http://www.wikidata.org/entity/Q42328460,Aura Lolita Chavez Ixcaquic,F,Amérique du sud,1972,acti_droits_humains,1
http://www.wikidata.org/entity/Q42298452,Evelyne Rochedereux,F,Europe,1940,acti_droits_femmes,1
http://www.wikidata.org/entity/Q42291582,Jatupat Boonpattararaksa,M,Asie ,1950,acti_droits_humains,1
http://www.wikidata.org/entity/Q42113904,Ingvild Endestad,F,Europe,1987,acti_droits_LGBT,1
http://www.wikidata.org/entity/Q42099126,Nicholas Bajev,M,Europe,1974,acti_droits_LGBT,1
http://www.wikidata.org/entity/Q4203876,Alexander Aris,M,Asie ,1973,acti_droits_humains,1
http://www.wikidata.org/entity/Q41758962,Sanjay Kumar,M,Asie ,1976,acti_droits_humains,1
http://www.wikidata.org/entity/Q41597782,Victoria Cruz,LGBTQ,Amérique du nord,1940,acti_droits_LGBT,1
http://www.wikidata.org/entity/Q41563680,Richard Ben Azzouz,M,Amérique du nord,1950,acti_droits_humains,1
http://www.wikidata.org/entity/Q4140958,Wil van Gogh,F,Europe,1862,acti_droits_femmes,1
http://www.wikidata.org/entity/Q41350537,Kee Groot,F,Europe,1868,acti_droits_femmes,1
http://www.wikidata.org/entity/Q4119067,Engy Ghozlan,F,Afrique,1985,acti_droits_femmes,1
http://www.wikidata.org/entity/Q4112399,Evgeny Vitishko,M,Europe,1973,acti_droits_humains,1
http://www.wikidata.org/entity/Q4111463,Michaił Winawer,M,Europe,1880,acti_droits_humains,1
http://www.wikidata.org/entity/Q4096707,Alexander Brod,M,Europe,1969,acti_droits_humains,1
http://www.wikidata.org/entity/Q4075707,Fäwziä Bäyrämevä,F,Europe,1950,acti_droits_humains,1
http://www.wikidata.org/entity/Q4070508,Armen Harutyunyan,M,Asie ,1964,acti_droits_humains,1
http://www.wikidata.org/entity/Q40685290,Wilfredo Alarcón,M,Amérique du sud,1932,acti_droits_humains,1
http://www.wikidata.org/entity/Q3860107,Mohamed Elmoutaoikil,M,Asie ,1966,acti_droits_humains,1
http://www.wikidata.org/entity/Q3858818,Mirella Izzo,F,Europe,1959,acti_droits_LGBT,1
http://www.wikidata.org/entity/Q3846275,Gunārs Astra,M,Europe,1931,acti_droits_humains,1
http://www.wikidata.org/entity/Q38276048,Kazuyuki Azusawa,M,Asie ,1943,acti_droits_humains,1
http://www.wikidata.org/entity/Q38176073,Angélica Mendoza de Ascarza,F,Amérique du sud,1929,acti_droits_humains,1
http://www.wikidata.org/entity/Q37823385,Gaura Devi,F,Asie ,1925,acti_droits_humains,1
http://www.wikidata.org/entity/Q3766214,Giovanna Caleffi,F,Europe,1897,acti_droits_femmes,1
http://www.wikidata.org/entity/Q3743778,Ferruccio Castellano,M,Europe,1946,acti_droits_LGBT,1
http://www.wikidata.org/entity/Q37293166,Kurt Krickler,M,Europe,1959,acti_droits_LGBT,1
http://www.wikidata.org/entity/Q3716782,Duško Kondor,M,Europe,1947,acti_droits_humains,1
http://www.wikidata.org/entity/Q3644126,Emmie Chanika,F,Afrique,1956,acti_droits_humains,1
http://www.wikidata.org/entity/Q3619002,Antonia Locatelli,F,Europe,1938,acti_droits_humains,1
http://www.wikidata.org/entity/Q3588838,Émilie Busquant,F,Europe,1901,acti_droits_femmes,1
http://www.wikidata.org/entity/Q354766,Adelheid von Bennigsen,F,Europe,1861,acti_droits_femmes,1
http://www.wikidata.org/entity/Q3534890,Richard de Zoysa,M,Asie ,1958,acti_droits_humains,1
http://www.wikidata.org/entity/Q3496509,Mary Isabel Fraser,F,Océanie,1863,acti_droits_humains,1
http://www.wikidata.org/entity/Q3485110,Sion Assidon,M,Afrique,1948,acti_droits_humains,1
http://www.wikidata.org/entity/Q3483757,Sihem Habchi,F,Europe,1975,acti_droits_femmes,1
http://www.wikidata.org/entity/Q34538025,Jessie Turnbull,F,Amérique du nord,1845,acti_droits_femmes,1
http://www.wikidata.org/entity/Q3445701,Elkouria Amidane,F,Afrique,1985,acti_droits_humains,1
http://www.wikidata.org/entity/Q3431619,Ricken Patel,M,Amérique du nord,1977,acti_droits_humains,1
http://www.wikidata.org/entity/Q3393107,Tomás Fábregas,M,Europe,1958,acti_droits_LGBT,1
http://www.wikidata.org/entity/Q336339,Anwar Fazal,M,Asie ,1941,acti_climat,1
http://www.wikidata.org/entity/Q3358510,Rajani Thiranagama,F,Asie ,1954,acti_droits_humains,1
http://www.wikidata.org/entity/Q3341100,Nicole Pasquier,F,Europe,1930,acti_droits_femmes,1
http://www.wikidata.org/entity/Q3334870,Nadia Geerts,F,Europe,1969,acti_droits_femmes,1
http://www.wikidata.org/entity/Q33250929,Ro-Ann Mohammed,F,Amérique du sud,1992,acti_droits_LGBT,1
http://www.wikidata.org/entity/Q3320890,Monique Mujawamariya,F,Afrique,1955,acti_droits_humains,1
http://www.wikidata.org/entity/Q3319669,Moloud Khanlari,F,Asie ,1913,acti_droits_femmes,1
http://www.wikidata.org/entity/Q33125463,Lara Aharonian,F,Asie ,1972,acti_droits_humains,1
http://www.wikidata.org/entity/Q33037293,Razia Al-Mutawakil,F,Asie ,1976,acti_droits_humains,1
http://www.wikidata.org/entity/Q3296180,Mary Griffith,F,Amérique du nord,1934,acti_droits_LGBT,1
http://www.wikidata.org/entity/Q3295928,Sane Jaleh,M,Asie ,1985,acti_droits_humains,1
http://www.wikidata.org/entity/Q3295767,Martine Desjardins,F,Amérique du nord,1981,acti_droits_femmes,1
http://www.wikidata.org/entity/Q3292471,Marie Dedieu,F,Europe,1945,acti_droits_femmes,1
http://www.wikidata.org/entity/Q3292050,Marie-Louise Bouglé,F,Europe,1883,acti_droits_femmes,1
http://www.wikidata.org/entity/Q3289561,Marcelle Marini,F,Europe,1932,acti_droits_femmes,1
http://www.wikidata.org/entity/Q3275674,Madeleine Le Clercocá de Juigné,F,Europe,1879,acti_droits_femmes,1
http://www.wikidata.org/entity/Q3271698,Léonie Couture,F,Amérique du nord,1951,acti_droits_femmes,1
http://www.wikidata.org/entity/Q325110,Juan Roberto Melendez-Colon,M,Amérique du nord,1951,acti_droits_humains,1
http://www.wikidata.org/entity/Q3242826,Abdulhadi al-Khawaja,M,Europe,1961,acti_droits_humains,1
http://www.wikidata.org/entity/Q3189268,Julie Siegfried,F,Europe,1848,acti_droits_femmes,1
http://www.wikidata.org/entity/Q3161258,James Mawdsley,M,Océanie,1972,acti_droits_humains,1
http://www.wikidata.org/entity/Q31486724,Sándor Nagy,M,Europe,1969,acti_droits_LGBT,1
http://www.wikidata.org/entity/Q3144852,Hélène Rouch,F,Europe,1937,acti_droits_femmes,1
http://www.wikidata.org/entity/Q3144703,Hélène Basch,F,Europe,1863,acti_droits_humains,1
http://www.wikidata.org/entity/Q3140305,Dewi Sartika,F,Asie ,1884,acti_droits_femmes,1
http://www.wikidata.org/entity/Q3138557,Nabeel Rajab,M,Asie ,1964,acti_droits_humains,1
http://www.wikidata.org/entity/Q31189596,Rakel Dink,F,Asie ,1959,acti_droits_humains,1
http://www.wikidata.org/entity/Q30903014,María Isela Lozoya Velo,F,Amérique du sud,1953,acti_droits_femmes,1
http://www.wikidata.org/entity/Q30902193,Carmen Salvay de Germano,F,Amérique du sud,1901,acti_droits_humains,1
http://www.wikidata.org/entity/Q3086883,Fred Korematsu,M,Amérique du nord,1919,acti_droits_humains,1
http://www.wikidata.org/entity/Q3074005,Florence Montreynaud,F,Europe,1948,acti_droits_femmes,1
http://www.wikidata.org/entity/Q3073969,Florence Fernet-Martel,F,Amérique du nord,1892,acti_droits_femmes,1
http://www.wikidata.org/entity/Q30727994,Fahma Mohamed,F,Europe,1996,acti_droits_femmes,1
http://www.wikidata.org/entity/Q30727733,Irina Anatolevna Flige,F,Europe,1960,acti_droits_humains,1
http://www.wikidata.org/entity/Q3061387,Evelyn O'Bomsawin,F,Amérique du nord,1920,acti_droits_femmes,1
http://www.wikidata.org/entity/Q30612020,Charlie Grant,M,Amérique du nord,1902,acti_droits_humains,1
http://www.wikidata.org/entity/Q3059930,Eugène Humbert,M,Europe,1870,acti_droits_femmes,1
http://www.wikidata.org/entity/Q3051748,Else Scheuer-Insel,F,Asie ,1894,acti_droits_femmes,1
http://www.wikidata.org/entity/Q3050533,Eleanor Smeal,F,Amérique du nord,1939,acti_droits_femmes,1
http://www.wikidata.org/entity/Q3050476,Elbert Nathaniel Gates,M,Amérique du nord,1954,acti_droits_LGBT,1
http://www.wikidata.org/entity/Q30501747,Haydee García Gastelú,F,Amérique du sud,1928,acti_droits_humains,1
http://www.wikidata.org/entity/Q30131878,Julie Dorf,F,Amérique du nord,1965,acti_droits_humains,1
http://www.wikidata.org/entity/Q30123142,Vithika Yadav,F,Asie ,1980,acti_droits_humains,1
http://www.wikidata.org/entity/Q30119518,Gladys Oroza,F,Amérique du sud,1938,acti_droits_humains,1
http://www.wikidata.org/entity/Q30077420,Tur Muhammet,M,Asie ,1963,acti_droits_humains,1
http://www.wikidata.org/entity/Q30051012,Chi Chia-wei,M,Asie ,1958,acti_droits_LGBT,1
http://www.wikidata.org/entity/Q29957265,Jacinta Correia da Costa,F,Asie ,1973,acti_droits_humains,1
http://www.wikidata.org/entity/Q29919884,Aureo José António Sávio,M,Asie ,1950,acti_droits_humains,1
http://www.wikidata.org/entity/Q29916916,Gladys Avery Tillett,F,Amérique du nord,1891,acti_droits_femmes,1
http://www.wikidata.org/entity/Q29855634,Alexis Marie Rivera,LGBTQ,Amérique du nord,1977,acti_droits_LGBT,1
http://www.wikidata.org/entity/Q2975011,Claire Bonenfant,F,Amérique du nord,1925,acti_droits_femmes,1
http://www.wikidata.org/entity/Q29588854,Richard LaFortune,M,Amérique du nord,1960,acti_droits_LGBT,1
http://www.wikidata.org/entity/Q29569937,Victor Mukasa,LGBTQ,Afrique,1975,acti_droits_humains,1
http://www.wikidata.org/entity/Q29465972,Olga Cabrera Hansen,F,Amérique du sud,1935,acti_droits_humains,1
http://www.wikidata.org/entity/Q29452639,Jearld Moldenhauer,M,Amérique du nord,1946,acti_droits_LGBT,1
http://www.wikidata.org/entity/Q292824,Kadra Yusuf,F,Europe,1980,acti_droits_femmes,1
http://www.wikidata.org/entity/Q2920375,Ezra Nawi,M,Asie ,1951,acti_droits_humains,1
http://www.wikidata.org/entity/Q2907465,Yvonne Nèvejean,F,Europe,1900,acti_droits_humains,1
http://www.wikidata.org/entity/Q29044080,Aletta Lorentz-Kaiser,F,Europe,1858,acti_droits_femmes,1
http://www.wikidata.org/entity/Q29043031,Elia Espen,F,Amérique du sud,1931,acti_droits_humains,1
http://www.wikidata.org/entity/Q29037139,Fatma Bostan Ünsal,F,Asie ,1965,acti_droits_humains,1
http://www.wikidata.org/entity/Q28962323,Robin Cavendish,M,Europe,1930,acti_droits_humains,1
http://www.wikidata.org/entity/Q28935055,Amy Goodloe,F,Amérique du nord,1960,acti_droits_LGBT,1
http://www.wikidata.org/entity/Q28933270,Renée de Sépibus,F,Europe,1901,acti_droits_femmes,1
http://www.wikidata.org/entity/Q2892588,Bchira Ben Mrad,F,Afrique,1913,acti_droits_femmes,1
http://www.wikidata.org/entity/Q28912374,Vanessa Koutouan,F,Afrique,1988,acti_droits_femmes,1
http://www.wikidata.org/entity/Q2888052,Hylkje Goïnga,F,Europe,1930,acti_droits_femmes,1
http://www.wikidata.org/entity/Q28873602,Roma Guy,F,Amérique du nord,1942,acti_droits_LGBT,1
http://www.wikidata.org/entity/Q28868118,Pat Norman,F,Amérique du nord,1939,acti_droits_LGBT,1
http://www.wikidata.org/entity/Q28867759,Susan Reynolds Crease,F,Europe,1855,acti_droits_femmes,1
http://www.wikidata.org/entity/Q28683775,Moca,LGBTQ,Asie ,1986,acti_droits_LGBT,1
http://www.wikidata.org/entity/Q28527559,Henny de Swaan-Roos,F,Europe,1909,acti_droits_femmes,1
http://www.wikidata.org/entity/Q2850642,Anna Åbergsson,F,Europe,1871,acti_droits_femmes,1
http://www.wikidata.org/entity/Q28503684,Emilsen Manyoma,F,Amérique du sud,1985,acti_droits_humains,1
http://www.wikidata.org/entity/Q28503456,Marta Claverie Hernández,F,Amérique du sud,1922,acti_droits_humains,1
http://www.wikidata.org/entity/Q28503373,Norma Vermeulen,F,Amérique du sud,1930,acti_droits_humains,1
http://www.wikidata.org/entity/Q28503323,Elsa Massa,F,Amérique du sud,1924,acti_droits_humains,1
http://www.wikidata.org/entity/Q28502331,Amancay Diana Sacayán,LGBTQ,Amérique du sud,1975,acti_droits_LGBT,1
http://www.wikidata.org/entity/Q28501627,Matilde Lindo,F,Amérique du sud,1954,acti_droits_femmes,1
http://www.wikidata.org/entity/Q28485782,Gisèle Faivre,F,Europe,1902,acti_droits_femmes,1
http://www.wikidata.org/entity/Q28471277,Yana Zhdanova,F,Europe,1988,acti_droits_femmes,1
http://www.wikidata.org/entity/Q28355876,Fidel Toniolli,M,Amérique du sud,1901,acti_droits_humains,1
http://www.wikidata.org/entity/Q28355869,Delia Rodríguez Araya,F,Amérique du sud,1929,acti_droits_humains,1
http://www.wikidata.org/entity/Q28355167,Jiang Peikun,M,Asie ,1934,acti_droits_humains,1
http://www.wikidata.org/entity/Q28355026,Vladimirs Bogdanovs,M,Europe,1946,acti_droits_humains,1
http://www.wikidata.org/entity/Q28203396,Max Beck,LGBTQ,Amérique du nord,1966,acti_droits_LGBT,1
http://www.wikidata.org/entity/Q28176342,Marie Béquet de Vienne,F,Europe,1854,acti_droits_femmes,1
http://www.wikidata.org/entity/Q28170054,Khurram Parvez,M,Asie ,1977,acti_droits_humains,1
http://www.wikidata.org/entity/Q28154977,Pidgeon Pagonis,LGBTQ,Amérique du nord,1986,acti_droits_LGBT,1
http://www.wikidata.org/entity/Q28151595,Laura Elsa Tasada,F,Amérique du sud,1932,acti_droits_humains,1
http://www.wikidata.org/entity/Q28078341,Arash Sadeghi,M,Asie ,1986,acti_droits_humains,1
